Pathway.Number,Metabolite,Broad.pathway.description,Kind.of.Metabolism..Synthesis..Degradation..Transport.,Subpathway,Step,StepName,Enzyme,Step.description,Name,Definition,KEGG.Reaction,KEGG.Enzyme,KO,Category.of.Metabolism,Gene,EnzymeName,Diagnostic,DeltaGm,DeltaG0,ATP.Requirement,ATP.Creation,O2.Requirement,NAD..NADP..Req.,NADH.NADPH.Requirement,FAD.Req.,FADH2.Requirement,Notes,Gene.Call.ID,Inferred Presence
121,,One Carbon Metabolism,,1,4,Methenyltetrahydrofolate cyclohydrolase,1,,"5,10-Methenyltetrahydrofolate 5-hydrolase (decyclizing)","5,10-Methenyltetrahydrofolate + H2O <=> 10-Formyltetrahydrofolate + H+",R01655,3.5.4.9,K00288,,mthfd,Methenyltetrahydrofolate cyclohydrolase 1,1,5.4,5.4,,,,,,,,,,1
121,,One Carbon Metabolism,,1,4,Methenyltetrahydrofolate cyclohydrolase,2,,"5,10-Methenyltetrahydrofolate 5-hydrolase (decyclizing)","5,10-Methenyltetrahydrofolate + H2O <=> 10-Formyltetrahydrofolate + H+",R01655,3.5.4.9,K01491,,folD,Methenyltetrahydrofolate cyclohydrolase 2,1,5.4,5.4,,,,,,,,,2671,1
121,,One Carbon Metabolism,,1,4,Methenyltetrahydrofolate cyclohydrolase,3,,"5,10-Methenyltetrahydrofolate 5-hydrolase (decyclizing)","5,10-Methenyltetrahydrofolate + H2O <=> 10-Formyltetrahydrofolate + H+",R01655,3.5.4.9,K01500,,fchA,Methenyltetrahydrofolate cyclohydrolase 3,1,5.4,5.4,,,,,,,,,,1
121,,One Carbon Metabolism,,1,5,Glycine cleavage system T protein,1,,[protein]-S8-aminomethyldihydrolipoyllysine:tetrahydrofolate aminomethyltransferase (ammonia-forming),"[protein]-S8-aminomethyldihydrolipoyllysine + tetrahydrofolate = [protein]-dihydrolipoyllysine + 5,10-methylenetetrahydrofolate + NH3",R04125,2.1.2.10,K00605,,gcvT,Glycine cleavage system T protein,1,-4.9,-22,,,,,,,,,2872,1
121,,One Carbon Metabolism,,1,6,5-formyltetrahydrofolate cyclo-ligase,1,,5-formyltetrahydrofolate cyclo-ligase (ADP-forming),"ATP + 5-formyltetrahydrofolate = ADP + phosphate + 5,10-methenyltetrahydrofolate",R02301,6.3.3.2,K01934,,mthfs,5-formyltetrahydrofolate cyclo-ligase 1,1,-91.4,-74.3,,,,,,,,,2888,1
121,,One Carbon Metabolism,,1,6,5-formyltetrahydrofolate cyclo-ligase,2,,5-formyltetrahydrofolate cyclo-ligase (ADP-forming),"ATP + 5-formyltetrahydrofolate = ADP + phosphate + 5,10-methenyltetrahydrofolate",R02301,6.3.3.2,K00603,,fctD,5-formyltetrahydrofolate cyclo-ligase 2,1,-91.4,-74.3,,,,,,,,,,1
121,,One Carbon Metabolism,,1,7,Methylenetetrahydrofolate dehydrogenase,1,,"5,10-methylenetetrahydrofolate:NADP+ oxidoreductase","5,10-methylenetetrahydrofolate + NADP+ = 5,10-methenyltetrahydrofolate + NADPH + H+",R01220,1.5.1.5,K00300,,mtdA,Methylenetetrahydrofolate dehydrogenase,1,-6.5,-6.5,,,,,,,,,2671,1
121,,One Carbon Metabolism,,1,8,Thymidylate synthase,1,,"5,10-methylenetetrahydrofolate,FADH2:dUMP C-methyltransferase","5,10-methylenetetrahydrofolate + dUMP + NADPH + H+ = dTMP + tetrahydrofolate + NADP+",R06613,2.1.1.148,K03465,,thyX,Thymidylate synthase,1,52,52,,,,,,,,,,1
121,,One Carbon Metabolism,,1,8,Thymidylate synthase,2,,"5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase","5,10-methylenetetrahydrofolate + glycine + H2O = tetrahydrofolate + L-serine ",R00945,2.1.2.1,K00600,,glyA,Glycine hydroxymethyltransferase,1,6.7,6.7,,,,,,,,,536,1
121,,One Carbon Metabolism,,1,9,Methylenetetrahydrofolate reductase,1,,5-methyltetrahydrofolate:NAD+ oxidoreductase,"5-methyltetrahydrofolate + NAD+ = 5,10-methylenetetrahydrofolate + NADH + H+",R07168,1.5.1.54,K00297,,metF,Methylenetetrahydrofolate reductase 1,1,,,,,,,,,,,3550,1
121,,One Carbon Metabolism,,1,9,Methylenetetrahydrofolate reductase,2,,5-methyltetrahydrofolate:NAD+ oxidoreductase,"5-methyltetrahydrofolate + NAD+ = 5,10-methylenetetrahydrofolate + NADH + H+",R07168,1.5.1.54,K24042,,yitJ,Methylenetetrahydrofolate reductase 2,1,,,,,,,,,,,,1
121,,One Carbon Metabolism,,1,10,5-methyltetrahydrofolate--homocysteine methyltransferase,1,,5-methyltetrahydrofolate:L-homocysteine S-methyltransferase,5-methyltetrahydrofolate + L-homocysteine = tetrahydrofolate + L-methionine,R00946,2.1.1.13,K00548,,metH,5-methyltetrahydrofolate--homocysteine methyltransferase 1,1,-3.2,-3.2,,,,,,,,,1086,1
121,,One Carbon Metabolism,,1,11,Thymidylate synthase,1,,"5,10-methylenetetrahydrofolate:dUMP C-methyltransferase",11,R02101,2.1.1.45,K00560,,thyA,Thymidylate synthase 1,1,-45.3,-45.3,,,,,,,,,631,1
121,,One Carbon Metabolism,,1,12,Methanol/Ethanol PQQ-Dependent Dehydrogenase,1,MASE_RS15405,,,,,pqqadh,,pqqadh,Methanol/Ethanol PQQ-Dependent Dehydrogenase 1,0,,,,,,,,,,,3172,1
121,,One Carbon Metabolism,,1,12,Methanol/Ethanol PQQ-Dependent Dehydrogenase,2,MASE_RS05355,,,,,pqqadh2,,pqqadh2,Methanol/Ethanol PQQ-Dependent Dehydrogenase 2,0,,,,,,,,,,,1163,1
121,,One Carbon Metabolism,,1,13,Zinc Dependent ADH,1,MASE_RS02430,,,,,znadh,,znadh,Zinc Dependent ADH,0,,,,,,,,,,From Alteromnas Model Curation Paper,616,1
121,,One Carbon Metabolism,,1,14,Iron-Containing ADH,1,MASE_RS06555,,,,,feadh,,feadh,Iron-Containing ADH 1,0,,,,,,,,,,From Alteromnas Model Curation Paper,1394,1
121,,One Carbon Metabolism,,1,14,Iron-Containing ADH,2,MASE_RS01350,,,,,feadh2,,feadh2,Iron-Containing ADH 2,0,,,,,,,,,,From Alteromnas Model Curation Paper,358,1
121,,One Carbon Metabolism,,1,14,Iron-Containing ADH,3,MASE_RS11390,,,,,feadh3,,feadh3,Iron-Containing ADH 3,0,,,,,,,,,,From Alteromnas Model Curation Paper,2377,1
121,,One Carbon Metabolism,,1,15,S-(hydroxymethyl)glutathione synthase,1,,S-(hydroxymethyl)glutathione synthase,Glutathione + Formaldehyde <=> S-(Hydroxymethyl)glutathione,R06982,4.4.1.22,K03396,,gfa,S-(hydroxymethyl)glutathione synthase,0,6.3,-10.8,,,,,,,,From Alteromnas Model Curation Paper,,1
121,,One Carbon Metabolism,,1,16,Glutathione dehydrogenase,1,,S-(hydroxymethyl)glutathione:NAD+ oxidoreductase,S-(hydroxymethyl)glutathione + NAD(P)+ = S-formylglutathione + NAD(P)H + H+,R06983;R07140,1.1.1.284,K00121,,gshfdh,Glutathione dehydrogenase,0,-32.4,-32.4,,,,,,,,From Alteromnas Model Curation Paper,2985,1
121,,One Carbon Metabolism,,1,17,S-formylglutathione hydrolase,1,,S-formylglutathione hydrolase,"	
S-formylglutathione + H2O = glutathione + formate",R00527,3.1.2.12,K01070,,fgh,S-formylglutathione hydrolase,0,-25.7,-8.6,,,,,,,,From Alteromnas Model Curation Paper,3305,1
55,Ornithine,Ornithine Degradation,Degradation,1,1,Ornithine cyclodeaminase,1,,L-ornithine ammonia-lyase (cyclizing; L-proline-forming),L-Ornithine <=> L-Proline + Ammonia,R00671,4.3.1.12,K01750,Amino Acid Catabolism,ocd,Ornithine cyclodeaminase,1,-39.9,-22.8,,,,,,,,,,0
55,Ornithine,Ornithine Degradation,Degradation,1,2,Ornithine decarboxylase,1,,L-ornithine carboxy-lyase (putrescine-forming),L-Ornithine <=> Putrescine + CO2,R00670,4.1.1.17,K01581,Amino Acid Catabolism,speC,Ornithine decarboxylase,1,-43.8,-26.7,,,,,,,,,154,1
55,Ornithine,Ornithine Degradation,Degradation,1,3,Putrescine aminotransferase,1,amino transfer + oxidation,putrescine:2-oxoglutarate aminotransferase,Putrescine + 2-Oxoglutarate <=> 4-Aminobutyraldehyde + L-Glutamate,R01155,2.6.1.82,K09251,Amino Acid Catabolism,patA,Putrescine aminotransferase,0,4,4,,,,,,,,,421,1
55,Ornithine,Ornithine Degradation,Degradation,1,4,Aminobutyraldehyde dehydrogenase,1,,4-aminobutanal:NAD+ 1-oxidoreductase,4-Aminobutyraldehyde + NAD+ + H2O <=> 4-Aminobutanoate + NADH + H+,R02549,1.2.1.19,K00137,Amino Acid Catabolism,prr,Aminobutyraldehyde dehydrogenase,0,-53.2,53.2,,,,1,,,,,3212,1
55,Ornithine,Ornithine Degradation,Degradation,1,5,Gamma-glutamylputrescine synthase,1,,glutamate putrescine ligase,ATP + L-Glutamate + Putrescine <=> ADP + Orthophosphate + gamma-L-Glutamylputrescine,R07414,6.3.1.11,K09470,Amino Acid Catabolism,puuA,Gamma-glutamylputrescine synthase,1,-23.5,-23.5,1,,,,,,,,,0
55,Ornithine,Ornithine Degradation,Degradation,1,6,Gamma-glutamylputrescine oxidase,1,,gamma-glutamylputrescine oxidase,gamma-L-Glutamylputrescine + H2O + Oxygen <=> gamma-Glutamyl-gamma-aminobutyraldehyde + Ammonia + Hydrogen peroxide,R07415,1.4.3.-,K09471,Amino Acid Catabolism,puuB,Gamma-glutamylputrescine oxidase,1,,,,,1,,,,,,3043,1
55,Ornithine,Ornithine Degradation,Degradation,1,7,4-(gamma-glutamylamino)butanal dehydrogenase,1,,4-(gamma-L-glutamylamino)butanal:NAD(P)+ oxidoreductase,gamma-Glutamyl-gamma-aminobutyraldehyde + NAD(P)+ + H2O <=> 4-(L-gamma-Glutamylamino)butanoate + NAD(P)H + H+,R07417/R07418,1.2.1.99,K09472,Amino Acid Catabolism,puuC,4-(gamma-glutamylamino)butanal dehydrogenase,1,,,,,,1,,,,,2807,1
55,Ornithine,Ornithine Degradation,Degradation,1,8,Gamma-glutamyl-gamma-aminobutyrate hydrolase,1,,4-(gamma-L-glutamylamino)butanoate amidohydrolase,4-(L-gamma-Glutamylamino)butanoate + H2O <=> 4-Aminobutanoate + L-Glutamate,R07419,3.5.1.94,K09473,Amino Acid Catabolism,puuD,Gamma-glutamyl-gamma-aminobutyrate hydrolase,1,-31.4,-14.3,,,,,,,,,,0
10,Oxygen,Oxidative Phosphorylation,Misc.,1,9,Cytochrome C,1,Cytochrome c,,,,,K08738,Aerobic Respiration,cyc,Cytochrome C,1,,,,,,,,,,,,0
10,Oxygen,Oxidative Phosphorylation,Misc.,2,1,NADH:quinone Reductase,1,NADH dehydrogenase,NADH:ubiquinone oxidoreductase,Ubiquinol + NAD+ <=> Ubiquinone + NADH + H+,R02163,1.6.5.9,K03885,Aerobic Respiration,ndh,NADH:quinone Reductase 1,1,-82.3,-82.3,,,,,1,,1,,3764,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,1,NADH:quinone Reductase,2,NADH dehydrogenase,NADH:ubiquinone oxidoreductase,Ubiquinol + NAD+ <=> Ubiquinone + NADH + H+,R02163,1.6.5.9,K23948,Aerobic Respiration,npd,NADH:quinone Reductase 2,1,-82.3,-82.3,,,,,1,,1,,,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,2,Succinate dehydrogenase,1,Oxidation,succinate:quinone oxidoreductase,Quinone + Succinate <=> Hydroquinone + Fumarate,R02164,1.3.5.1,K00239;K00233;K00244,Aerobic Respiration,sdhA,Succinate dehydrogenase,1,-24.1,-24.1,,,,,,,,,,0
10,Oxygen,Oxidative Phosphorylation,Misc.,2,2,Succinate dehydrogenase,1,Oxidation,succinate:quinone oxidoreductase,Quinone + Succinate <=> Hydroquinone + Fumarate,R02164,1.3.5.1,K00240;K00245;K25995,Aerobic Respiration,sdhB,Succinate dehydrogenase,1,-24.1,-24.1,,,,,,,,,,0
10,Oxygen,Oxidative Phosphorylation,Misc.,2,2,Succinate dehydrogenase,1,Oxidation,succinate:quinone oxidoreductase,Quinone + Succinate <=> Hydroquinone + Fumarate,R02164,1.3.5.1,K00241;K00246;K25996,Aerobic Respiration,sdhC,Succinate dehydrogenase,1,-24.1,-24.1,,,,,,,,,,0
10,Oxygen,Oxidative Phosphorylation,Misc.,2,2,Succinate dehydrogenase,1,Oxidation,succinate:quinone oxidoreductase,Quinone + Succinate <=> Hydroquinone + Fumarate,R02164,1.3.5.1,K00242;K18859;K18860;K00247,Aerobic Respiration,sdhD,Succinate dehydrogenase,1,-24.1,-24.1,,,,,,,,,,0
10,Oxygen,Oxidative Phosphorylation,Misc.,2,3,Ubiquinol-cytochrome C Reductase,1,Cytochrome C reductase,ubiquinol-cytochrome c reductase cytochrome b subunit,2 an oxidized [NapC protein][out] + a ubiquinol[membrane] → 2 a reduced [NapC protein][out] + a ubiquinone[membrane] + 2 H+[out] ,,7.1.1.8,K00410,Aerobic Respiration,fbcH,Ubiquinol-cytochrome C Reductase,1,,,,,,,,,,,795,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,3,Ubiquinol-cytochrome C Reductase,1,Cytochrome C reductase,ubiquinol-cytochrome c reductase cytochrome b subunit,2 an oxidized [NapC protein][out] + a ubiquinol[membrane] → 2 a reduced [NapC protein][out] + a ubiquinone[membrane] + 2 H+[out] ,,7.1.1.8,K00411,Aerobic Respiration,petA,Ubiquinol-cytochrome C Reductase,1,,,,,,,,,,,794,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,3,Ubiquinol-cytochrome C Reductase,1,Cytochrome C reductase,ubiquinol-cytochrome c reductase cytochrome b subunit,2 an oxidized [NapC protein][out] + a ubiquinol[membrane] → 2 a reduced [NapC protein][out] + a ubiquinone[membrane] + 2 H+[out] ,,7.1.1.8,K00412,Aerobic Respiration,petB,Ubiquinol-cytochrome C Reductase,1,,,,,,,,,,,795,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,3,Ubiquinol-cytochrome C Reductase,1,Cytochrome C reductase,ubiquinol-cytochrome c reductase cytochrome b subunit,2 an oxidized [NapC protein][out] + a ubiquinol[membrane] → 2 a reduced [NapC protein][out] + a ubiquinone[membrane] + 2 H+[out] ,,7.1.1.8,K00413,Aerobic Respiration,petC,Ubiquinol-cytochrome C Reductase,1,,,,,,,,,,,796,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,4,Cytochrome C Oxidase,1,Cytochrome C oxidase,ferrocytochrome-c:oxygen oxidoreductase,Oxygen + 4 Ferrocytochrome c + 4 H+ <=> 4 Ferricytochrome c + 2 H2O,,7.1.1.9,K00404;K15862,Aerobic Respiration,ccoN,Cytochrome C Oxidase 1,1,,,,1,1,,,,,,,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,4,Cytochrome C Oxidase,1,Cytochrome C oxidase,ferrocytochrome-c:oxygen oxidoreductase,Oxygen + 4 Ferrocytochrome c + 4 H+ <=> 4 Ferricytochrome c + 2 H2O,,7.1.1.9,K00405;K15862,Aerobic Respiration,ccoO,Cytochrome C Oxidase 1,1,,,,,1,,,,,,,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,4,Cytochrome C Oxidase,1,Cytochrome C oxidase,ferrocytochrome-c:oxygen oxidoreductase,Oxygen + 4 Ferrocytochrome c + 4 H+ <=> 4 Ferricytochrome c + 2 H2O,,7.1.1.9,K00406,Aerobic Respiration,ccoP,Cytochrome C Oxidase 1,1,,,,,1,,,,,,2052,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,4,Cytochrome C Oxidase,1,Cytochrome C oxidase,ferrocytochrome-c:oxygen oxidoreductase,Oxygen + 4 Ferrocytochrome c + 4 H+ <=> 4 Ferricytochrome c + 2 H2O,,7.1.1.9,K00407,Aerobic Respiration,ccoQ,Cytochrome C Oxidase 1,1,,,,,1,,,,,,,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,4,Cytochrome C Oxidase,2,Cytochrome C oxidase,ferrocytochrome-c:oxygen oxidoreductase,Oxygen + 4 Ferrocytochrome c + 4 H+ <=> 4 Ferricytochrome c + 2 H2O,,7.1.1.9,K02257,Aerobic Respiration,cox10;ctaB;cyoE,Cytochrome C Oxidase 2,1,,,,,1,,,,,,3804,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,4,Cytochrome C Oxidase,2,Cytochrome C oxidase,ferrocytochrome-c:oxygen oxidoreductase,Oxygen + 4 Ferrocytochrome c + 4 H+ <=> 4 Ferricytochrome c + 2 H2O,,7.1.1.9,K02258,Aerobic Respiration,cox11,Cytochrome C Oxidase 2,1,,,,,1,,,,,,3912,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,4,Cytochrome C Oxidase,2,Cytochrome C oxidase,ferrocytochrome-c:oxygen oxidoreductase,Oxygen + 4 Ferrocytochrome c + 4 H+ <=> 4 Ferricytochrome c + 2 H2O,,7.1.1.9,K02259,Aerobic Respiration,cox15,Cytochrome C Oxidase 2,1,,,,,1,,,,,,3907,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,4,Cytochrome C Oxidase,2,Cytochrome C oxidase,ferrocytochrome-c:oxygen oxidoreductase,Oxygen + 4 Ferrocytochrome c + 4 H+ <=> 4 Ferricytochrome c + 2 H2O,,7.1.1.9,K02274;K15408,Aerobic Respiration,coxA,Cytochrome C Oxidase 2,1,,,,,1,,,,,,,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,4,Cytochrome C Oxidase,2,Cytochrome C oxidase,ferrocytochrome-c:oxygen oxidoreductase,Oxygen + 4 Ferrocytochrome c + 4 H+ <=> 4 Ferricytochrome c + 2 H2O,,7.1.1.9,K02275,Aerobic Respiration,coxB,Cytochrome C Oxidase 2,1,,,,,1,,,,,,3914,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,4,Cytochrome C Oxidase,2,Cytochrome C oxidase,ferrocytochrome-c:oxygen oxidoreductase,Oxygen + 4 Ferrocytochrome c + 4 H+ <=> 4 Ferricytochrome c + 2 H2O,,7.1.1.9,K02276;K15408,Aerobic Respiration,coxC,Cytochrome C Oxidase 2,1,,,,,1,,,,,,,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,4,Cytochrome C Oxidase,2,Cytochrome C oxidase,ferrocytochrome-c:oxygen oxidoreductase,Oxygen + 4 Ferrocytochrome c + 4 H+ <=> 4 Ferricytochrome c + 2 H2O,,7.1.1.9,K02277,Aerobic Respiration,coxD,Cytochrome C Oxidase 2,1,,,,,1,,,,,,,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,4,Cytochrome C Oxidase,3,Cytochrome C oxidase,ferrocytochrome-c:oxygen oxidoreductase,Oxygen + 4 Ferrocytochrome c + 4 H+ <=> 4 Ferricytochrome c + 2 H2O,,7.1.1.9,K02297,Aerobic Respiration,cyoA,Cytochrome C Oxidase 3,1,,,,,1,,,,,,3808,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,4,Cytochrome C Oxidase,3,Cytochrome C oxidase,ferrocytochrome-c:oxygen oxidoreductase,Oxygen + 4 Ferrocytochrome c + 4 H+ <=> 4 Ferricytochrome c + 2 H2O,,7.1.1.9,K02298,Aerobic Respiration,cyoB,Cytochrome C Oxidase 3,1,,,,,1,,,,,,3807,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,4,Cytochrome C Oxidase,3,Cytochrome C oxidase,ferrocytochrome-c:oxygen oxidoreductase,Oxygen + 4 Ferrocytochrome c + 4 H+ <=> 4 Ferricytochrome c + 2 H2O,,7.1.1.9,K02299,Aerobic Respiration,cyoC,Cytochrome C Oxidase 3,1,,,,,1,,,,,,3806,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,4,Cytochrome C Oxidase,3,Cytochrome C oxidase,ferrocytochrome-c:oxygen oxidoreductase,Oxygen + 4 Ferrocytochrome c + 4 H+ <=> 4 Ferricytochrome c + 2 H2O,,7.1.1.9,K02300,Aerobic Respiration,cyoD,Cytochrome C Oxidase 3,1,,,,,1,,,,,,3805,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,4,Cytochrome C Oxidase,4,Cytochrome C oxidase,ferrocytochrome-c:oxygen oxidoreductase,Oxygen + 4 Ferrocytochrome c + 4 H+ <=> 4 Ferricytochrome c + 2 H2O,,7.1.1.9,K02826,Aerobic Respiration,qoxA,Cytochrome C Oxidase 4,1,,,,,1,,,,,,3808,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,4,Cytochrome C Oxidase,4,Cytochrome C oxidase,ferrocytochrome-c:oxygen oxidoreductase,Oxygen + 4 Ferrocytochrome c + 4 H+ <=> 4 Ferricytochrome c + 2 H2O,,7.1.1.9,K02827,Aerobic Respiration,qoxB,Cytochrome C Oxidase 4,1,,,,,1,,,,,,3807,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,4,Cytochrome C Oxidase,4,Cytochrome C oxidase,ferrocytochrome-c:oxygen oxidoreductase,Oxygen + 4 Ferrocytochrome c + 4 H+ <=> 4 Ferricytochrome c + 2 H2O,,7.1.1.9,K02828,Aerobic Respiration,qoxC,Cytochrome C Oxidase 4,1,,,,,1,,,,,,3806,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,4,Cytochrome C Oxidase,4,Cytochrome C oxidase,ferrocytochrome-c:oxygen oxidoreductase,Oxygen + 4 Ferrocytochrome c + 4 H+ <=> 4 Ferricytochrome c + 2 H2O,,7.1.1.9,K02829,Aerobic Respiration,qoxD,Cytochrome C Oxidase 4,1,,,,,1,,,,,,,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,4,Cytochrome C Oxidase,5,Cytochrome C oxidase,ferrocytochrome-c:oxygen oxidoreductase,Oxygen + 4 Ferrocytochrome c + 4 H+ <=> 4 Ferricytochrome c + 2 H2O,,7.1.1.9,K24007,Aerobic Respiration,soxD,Cytochrome C Oxidase 5,1,,,,,1,,,,,,2922,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,7,F-Type ATPase,1,ATPase,F-Type ATPase,,,7.1.2.2;7.2.2.1,K02111,Aerobic Respiration,atpA,F-Type ATPase,1,,,,1,,,,,,,3994,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,7,F-Type ATPase,1,ATPase,F-Type ATPase,,,7.1.2.2;7.2.2.1,K02112,Aerobic Respiration,atpD,F-Type ATPase,1,,,,1,,,,,,,3992,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,7,F-Type ATPase,1,ATPase,F-Type ATPase,,,7.1.2.2;7.2.2.1,K02115,Aerobic Respiration,atpG,F-Type ATPase,1,,,,1,,,,,,,3993,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,7,F-Type ATPase,1,ATPase,F-Type ATPase,,,7.1.2.2;7.2.2.1,K02113,Aerobic Respiration,atpH,F-Type ATPase,1,,,,1,,,,,,,3995,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,7,F-Type ATPase,1,ATPase,F-Type ATPase,,,7.1.2.2;7.2.2.1,K02114,Aerobic Respiration,atpC,F-Type ATPase,1,,,,1,,,,,,,3991,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,7,F-Type ATPase,1,ATPase,F-Type ATPase,,,7.1.2.2;7.2.2.1,K02108,Aerobic Respiration,atpB,F-Type ATPase,1,,,,1,,,,,,,3998,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,7,F-Type ATPase,1,ATPase,F-Type ATPase,,,7.1.2.2;7.2.2.1,K02109,Aerobic Respiration,atpF,F-Type ATPase,1,,,,1,,,,,,,3996,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,7,F-Type ATPase,1,ATPase,F-Type ATPase,,,7.1.2.2;7.2.2.1,K02110,Aerobic Respiration,atpE,F-Type ATPase,1,,,,1,,,,,,,3997,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,8,V/A Type ATPase,1,ATPase,V/A Type ATPase,,,7.1.2.2;7.2.2.1,K02117,Aerobic Respiration,ntpA,V/A Type ATPase,1,,,,1,,,,,,,,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,8,V/A Type ATPase,1,ATPase,V/A Type ATPase,,,7.1.2.2;7.2.2.1,K02118,Aerobic Respiration,ntpB,V/A Type ATPase,1,,,,1,,,,,,,3992,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,8,V/A Type ATPase,1,ATPase,V/A Type ATPase,,,7.1.2.2;7.2.2.1,K02119,Aerobic Respiration,ntpC,V/A Type ATPase,1,,,,1,,,,,,,,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,8,V/A Type ATPase,1,ATPase,V/A Type ATPase,,,7.1.2.2;7.2.2.1,K02120,Aerobic Respiration,ntpD,V/A Type ATPase,1,,,,1,,,,,,,,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,8,V/A Type ATPase,1,ATPase,V/A Type ATPase,,,7.1.2.2;7.2.2.1,K02121,Aerobic Respiration,ntpE,V/A Type ATPase,1,,,,1,,,,,,,,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,8,V/A Type ATPase,1,ATPase,V/A Type ATPase,,,7.1.2.2;7.2.2.1,K02122,Aerobic Respiration,ntpF,V/A Type ATPase,1,,,,1,,,,,,,,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,8,V/A Type ATPase,1,ATPase,V/A Type ATPase,,,7.1.2.2;7.2.2.1,K02107,Aerobic Respiration,ahaH,V/A Type ATPase,1,,,,1,,,,,,,,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,8,V/A Type ATPase,1,ATPase,V/A Type ATPase,,,7.1.2.2;7.2.2.1,K02123,Aerobic Respiration,ntpI,V/A Type ATPase,1,,,,1,,,,,,,,1
10,Oxygen,Oxidative Phosphorylation,Misc.,2,8,V/A Type ATPase,1,ATPase,V/A Type ATPase,,,7.1.2.2;7.2.2.1,K02124,Aerobic Respiration,ntpK,V/A Type ATPase,1,,,,1,,,,,,,,1
10,Oxygen,Oxidative Phosphorylation,Misc.,3,5,Cytochrome BD-I Ubiquinol Oxidase,1,cytochrome bd I oxioreductase,"ubiquinol:oxygen oxidoreductase (electrogenic, non H+-transporting)",2 Ubiquinol + Oxygen + 4 H+ <=> 2 Ubiquinone + 2 H2O + 4 H+,R11325,7.1.1.7,K00424;cydA;cydB;cydX,Aerobic Respiration,cydA;cydB;cydX,Cytochrome BD-I Ubiquinol Oxidase,1,,,,,1,,,,,,,0
10,Oxygen,Oxidative Phosphorylation,Misc.,4,6,Cytochrome BD-II Ubiquinol Oxidase,1,cytochrome bd II oxioreductase,"ubiquinol:oxygen oxidoreductase (electrogenic, non H+-transporting)",2 Ubiquinol + Oxygen + 4 H+ <=> 2 Ubiquinone + 2 H2O + 4 H+,R11325,7.1.1.7,K00426,Aerobic Respiration,appB,Cytochrome BD-II Ubiquinol Oxidase,1,,,,,1,,,,,,3504,1
10,Oxygen,Oxidative Phosphorylation,Misc.,4,6,Cytochrome BD-II Ubiquinol Oxidase,1,cytochrome bd II oxioreductase,"ubiquinol:oxygen oxidoreductase (electrogenic, non H+-transporting)",2 Ubiquinol + Oxygen + 4 H+ <=> 2 Ubiquinone + 2 H2O + 4 H+,R11325,7.1.1.7,K00425,Aerobic Respiration,appC,Cytochrome BD-II Ubiquinol Oxidase,1,,,,,1,,,,,,3503,1
10,Oxygen,Oxidative Phosphorylation,Misc.,4,6,Cytochrome BD-II Ubiquinol Oxidase,1,cytochrome bd II oxioreductase,"ubiquinol:oxygen oxidoreductase (electrogenic, non H+-transporting)",2 Ubiquinol + Oxygen + 4 H+ <=> 2 Ubiquinone + 2 H2O + 4 H+,R11325,7.1.1.7,K22501,Aerobic Respiration,appX,Cytochrome BD-II Ubiquinol Oxidase,1,,,,,1,,,,,,,1
