Pathway.Number,Metabolite,Broad.pathway.description,Kind.of.Metabolism..Synthesis..Degradation..Transport.,Subpathway,Step,StepName,Enzyme,Step.description,Name,Definition,KEGG.Reaction,KEGG.Enzyme,KO,Category.of.Metabolism,Gene,EnzymeName,Diagnostic,DeltaGm,DeltaG0,ATP.Requirement,ATP.Creation,O2.Requirement,NAD..NADP..Req.,NADH.NADPH.Requirement,FAD.Req.,FADH2.Requirement,Notes,Gene.Call.ID,Inferred Presence
45,GABA,GABA Shunt,Degradation,1,2,4-aminobutyrate Aminotransferase,5,,4-aminobutanoate:2-oxoglutarate aminotransferase,4-Aminobutanoate + 2-Oxoglutarate <=> Succinate semialdehyde + L-Glutamate,R01648,2.6.1.19,K14268,Amino Acid Catabolism,davT,4-aminobutyrate Aminotransferase 5,1,6.5,6.5,,,,,,,,,421,1
45,GABA,GABA Shunt,Degradation,1,3,Succinate-semialdehyde Dehydrogenase,1,,succinate-semialdehyde:NADP+ oxidoreductase,Succinate semialdehyde + NADP+ + H2O <=> Succinate + NADPH + H+,R00714,1.2.1.79;1.2.1.16,K00135,Amino Acid Catabolism,gabD,Succinate-semialdehyde Dehydrogenase 1,0,-42.4,-42.4,,,,1,,,,,3868,1
45,GABA,GABA Shunt,Degradation,1,3,Succinate-semialdehyde Dehydrogenase,2,,succinate-semialdehyde:NADP+ oxidoreductase,Succinate semialdehyde + NADP+ + H2O <=> Succinate + NADPH + H+,R00714,1.2.1.79;1.2.1.16,K08324,Amino Acid Catabolism,sad,Succinate-semialdehyde Dehydrogenase 2,0,-42.4,-42.4,,,,1,,,,,3868,1
98,Galactosamine,Galactosamine Degradation,Degradation,1,1,N-acetylglucosamine PTS system,1,,protein-N(pi)-phosphohistidine:N-acetyl-D-glucosamine 6-phosphotransferase,Protein N(pi)-phospho-L-histidine + N-Acetyl-D-glucosamine <=> Protein histidine + N-Acetyl-D-glucosamine 6-phosphate,R05199,2.7.1.93,K02803,Sugar/Alcohol Catabolism,nagEb,N-acetylglucosamine PTS system 1,1,,,,,,,,,,,,0
98,Galactosamine,Galactosamine Degradation,Degradation,1,1,N-acetylglucosamine PTS system,2,,protein-N(pi)-phosphohistidine:N-acetyl-D-glucosamine 6-phosphotransferase,Protein N(pi)-phospho-L-histidine + N-Acetyl-D-glucosamine <=> Protein histidine + N-Acetyl-D-glucosamine 6-phosphate,R05199,2.7.1.93,K02804,Sugar/Alcohol Catabolism,nagE,N-acetylglucosamine PTS system 2,1,,,,,,,,,,,,0
98,Galactosamine,Galactosamine Degradation,Degradation,1,1,N-acetylglucosamine PTS system,3,,protein-N(pi)-phosphohistidine:N-acetyl-D-glucosamine 6-phosphotransferase,Protein N(pi)-phospho-L-histidine + N-Acetyl-D-glucosamine <=> Protein histidine + N-Acetyl-D-glucosamine 6-phosphate,R05199,2.7.1.-,K07777,Sugar/Alcohol Catabolism,degS,N-acetylglucosamine PTS system 3,0,,,,,,,,,,,,0
98,Galactosamine,Galactosamine Degradation,Degradation,1,2,N-acetylgalactosamine-6-phosphate deacetylase,1,,N-acetyl-D-galactosamine 6-phosphate amidohydrolase,N-Acetyl-D-galactosamine 6-phosphate + H2O <=> D-Galactosamine 6-phosphate + Acetate,R02059,3.5.1.25,K02079,Sugar/Alcohol Catabolism,agaA,N-acetylgalactosamine-6-phosphate deacetylase,0,-24.9,-7.8,,,,,,,,present,887,1
98,Galactosamine,Galactosamine Degradation,Degradation,1,3,D-galactosamine 6-phosphate deaminase/isomerase,1,,,D-Galactosamine 6-phosphate + H2O <=> D-Tagatose 6-phosphate + Ammonia,R08365,3.5.99.-,K02082,Sugar/Alcohol Catabolism,agaS,D-galactosamine 6-phosphate deaminase/isomerase,1,,,,,,,,,,present,,0
98,Galactosamine,Galactosamine Degradation,Degradation,1,4,Tagatose 6-phosphate kinase,1,,ATP:D-tagatose-6-phosphate 1-phosphotransferase,"D-Tagatose 6-phosphate + ATP <=> D-Tagatose 1,6-bisphosphate + ADP",R03236,2.7.1.144,K00917,Sugar/Alcohol Catabolism,lacC,tagatose 6-phosphate kinase,1,-21.2,-21.1,1,,,,,,,,,0
98,Galactosamine,Galactosamine Degradation,Degradation,1,5,"Tagatose 1,6-diphosphate aldolase",1,,"D-tagatose 1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)","D-Tagatose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate",R01069,4.1.2.40,K01635,Sugar/Alcohol Catabolism,lacD,"Tagatose 1,6-diphosphate aldolase 1",1,4.9,22,,,,,,,,,,0
98,Galactosamine,Galactosamine Degradation,Degradation,1,5,"Tagatose 1,6-diphosphate aldolase",2,,"D-tagatose 1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)","D-Tagatose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate",R01069,4.1.2.40,K08302,Sugar/Alcohol Catabolism,gatY,"Tagatose 1,6-diphosphate aldolase 2",1,4.9,22,,,,,,,,,,0
98,Galactosamine,Galactosamine Degradation,Degradation,1,5,"Tagatose 1,6-diphosphate aldolase",3,,"D-tagatose 1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)","D-Tagatose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate",R01069,4.1.2.40,K16371,Sugar/Alcohol Catabolism,gatZ,"Tagatose 1,6-diphosphate aldolase 3",1,4.9,22,,,,,,,,,,0
83,Galactose,Galactose Degradation,Degradation,1,1,Aldose 1-epimerase,1,,D-glucose 1-epimerase,alpha-D-Glucose <=> beta-D-Glucose,R01602,5.1.3.3,K01785,Sugar/Alcohol Catabolism,galM,Aldose 1-epimerase,0,0,0,,,,,,,,,180,1
83,Galactose,Galactose Degradation,Degradation,1,2,Galactokinase,1,,ATP:alpha-D-galactose 1-phosphotransferase,ATP + alpha-D-Galactose <=> ADP + alpha-D-Galactose 1-phosphate,R01092,2.7.1.6,K00849,Sugar/Alcohol Catabolism,galK,Galactokinase,1,-16.3,-16.3,1,,,,,,,,182,1
83,Galactose,Galactose Degradation,Degradation,1,3,Uridyl transferase,1,,UDP-glucose:alpha-D-galactose-1-phosphate uridylyltransferase,UDP-glucose + alpha-D-Galactose 1-phosphate <=> D-Glucose 1-phosphate + UDP-alpha-D-galactose,R00955,2.7.7.12,K00965,Sugar/Alcohol Catabolism,galT,Uridyl transferase,0,-0.9,-0.9,,,,,,,,,181,1
83,Galactose,Galactose Degradation,Degradation,1,4,UDP-glucose 4-epimerase,1,,UDP-glucose 4-epimerase,UDP-glucose <=> UDP-alpha-D-galactose,R00291,5.1.3.2,K01784,Sugar/Alcohol Catabolism,galE,UDP-glucose 4-epimerase 1,1,-2.6,-2.6,,,,,,,,,946,1
83,Galactose,Galactose Degradation,Degradation,1,4,UDP-glucose 4-epimerase,2,,UDP-glucose 4-epimerase,UDP-glucose <=> UDP-alpha-D-galactose,R00291,5.1.3.2,K17716,Sugar/Alcohol Catabolism,capD,UDP-glucose 4-epimerase 2,1,-2.6,-2.6,,,,,,,,,1051,1
83,Galactose,Galactose Degradation,Degradation,1,5,Phosphoglucomutase,1,,"alpha-D-glucose 1,6-phosphomutase",D-Glucose 1-phosphate <=> D-Glucose 6-phosphate,R08639,5.4.2.2,K01835,Sugar/Alcohol Catabolism,pgm,Phosphoglucomutase 1,0,0.8,0.8,,,,,,,,,1472,1
83,Galactose,Galactose Degradation,Degradation,1,5,Phosphoglucomutase,2,,"alpha-D-glucose 1,6-phosphomutase",D-Glucose 1-phosphate <=> D-Glucose 6-phosphate,R08639,5.4.2.2,K15778,Sugar/Alcohol Catabolism,pmm,Phosphoglucomutase 2,0,0.8,0.8,,,,,,,,,,1
83,Galactose,Galactose Degradation,Degradation,1,6,D-galactose dehydrogenase,1,,D-galactose:NAD+ 1-oxidoreductase,"D-Galactose + NAD+ <=> D-Galactono-1,4-lactone + NADH + H+",R01094,1.1.1.48,K00035,Sugar/Alcohol Catabolism,gal,D-galactose dehydrogenase 1,1,-18.8,-18.8,,,,1,,,,,,1
83,Galactose,Galactose Degradation,Degradation,1,6,D-galactose dehydrogenase,2,,D-galactose:NAD+ 1-oxidoreductase,"D-Galactose + NAD+ <=> D-Galactono-1,4-lactone + NADH + H+",R01094,1.1.1.48/1.1.1.120,K22215,Sugar/Alcohol Catabolism,galD,D-galactose dehydrogenase 2,0,-18.8,-18.8,,,,1,,,,,1395,1
83,Galactose,Galactose Degradation,Degradation,1,7,"1,4-lactonase",1,,"1,4-Lactone hydroxyacylhydrolase",gamma-Butyrolactone + H2O <=> 4-Hydroxyacid,R03708,3.1.1.25,pflac,Sugar/Alcohol Catabolism,pflac,"1,4-lactonase",1,-26.5,-26.5,,,,,,,,,,0
83,Galactose,Galactose Degradation,Degradation,1,8,Aldehyde reductase,1,,galactitol:NAD+ 1-oxidoreductase,D-Galactose + NADH + H+ <=> Galactitol + NAD+,R01093,1.1.1.21,K00011,Sugar/Alcohol Catabolism,akr1B,Aldehyde reductase,0,-14.9,-14.9,,,,,1,,,,1383,1
91,Gluconate,Gluconate Degradation,Degradation,1,1,Gluconokinase,1,,ATP:D-gluconate 6-phosphotransferase,ATP + D-Gluconic acid <=> ADP + 6-Phospho-D-gluconate,R01737,2.7.1.12,K00851,Sugar/Alcohol Catabolism,idnK,Gluconokinase 1,1,-12.5,-12.5,1,,,,,,,,3362,1
119,Glucose,Gluconeogenesis,Misc.,1,1,Phosphoenolpyruvate carboxykinase,1,,GTP:oxaloacetate carboxy-lyase (transphosphorylating),GTP + Oxaloacetate <=> GDP + Phosphoenolpyruvate + CO2,R00431,4.1.1.32,K01596,Gluconeogenesis,pck,Phosphoenolpyruvate carboxykinase 1,0,-3.8,13.3,,,,,,,,,,1
119,Glucose,Gluconeogenesis,Misc.,1,1,Phosphoenolpyruvate carboxykinase,2,,ATP:oxaloacetate carboxy-lyase,ATP + Oxaloacetate <=> ADP + Phosphoenolpyruvate + CO2,R00341,4.1.1.49,K01610,Gluconeogenesis,pckA,Phosphoenolpyruvate carboxykinase 2,0,-3.8,13.3,1,,,,,,,,3851,1
119,Glucose,Gluconeogenesis,Misc.,1,2,"Fructose 1,6-bisphosphatase",1,,"beta-D-Fructose 1,6-bisphosphate 1-phosphohydrolase","beta-D-Fructose 1,6-bisphosphate + H2O <=> beta-D-Fructose 6-phosphate + Orthophosphate",R04780,3.1.3.11,K03841,Gluconeogenesis,fbp,"Fructose 1,6-bisphosphatase 1",0,-28.9,-11.8,,,,,,,,,162,1
119,Glucose,Gluconeogenesis,Misc.,1,2,"Fructose 1,6-bisphosphatase",2,,"beta-D-Fructose 1,6-bisphosphate 1-phosphohydrolase","beta-D-Fructose 1,6-bisphosphate + H2O <=> beta-D-Fructose 6-phosphate + Orthophosphate",R04780,3.1.3.11,K02446,Gluconeogenesis,glpX,"Fructose 1,6-bisphosphatase 2",0,-28.9,-11.8,,,,,,,,,,1
119,Glucose,Gluconeogenesis,Misc.,1,2,"Fructose 1,6-bisphosphatase",3,,"beta-D-Fructose 1,6-bisphosphate 1-phosphohydrolase","beta-D-Fructose 1,6-bisphosphate + H2O <=> beta-D-Fructose 6-phosphate + Orthophosphate",R04780,3.1.3.11,K04041,Gluconeogenesis,fbp3,"Fructose 1,6-bisphosphatase 3",0,-28.9,-11.8,,,,,,,,,,1
119,Glucose,Gluconeogenesis,Misc.,1,2,"Fructose 1,6-bisphosphatase",4,,"beta-D-Fructose 1,6-bisphosphate 1-phosphohydrolase","beta-D-Fructose 1,6-bisphosphate + H2O <=> beta-D-Fructose 6-phosphate + Orthophosphate",R04780,3.1.3.11,K11532,Gluconeogenesis,glpXSEBP,"Fructose 1,6-bisphosphatase 4",0,-28.9,-11.8,,,,,,,,,,1
94,Glucuronate,Glucuronate Degradation,Degradation,1,1,Alcohol dehydrogenase,1,,L-gulonate:NADP+ 6-oxidoreductase,L-Gulonate + NADP+ <=> D-Glucuronate + NADPH + H+,R01481,1.1.1.19,K00002,Sugar/Alcohol Catabolism,adh,Alcohol dehydrogenase,0,-12.9,-12.9,,,,,1,,,,3708,1
94,Glucuronate,Glucuronate Degradation,Degradation,1,2,L-gulonate 3-dehydrogenase,1,,L-Gulonate:NAD+ 3-oxidoreductase,L-Gulonate + NAD+ <=> 3-Dehydro-L-gulonate + NADH + H+,R02640,1.1.1.45,K13247,Sugar/Alcohol Catabolism,cryl1,L-gulonate 3-dehydrogenase,0,15.6,15.6,,,,1,,,,,1681,1
94,Glucuronate,Glucuronate Degradation,Degradation,1,3,3-Dehydro-L-gulonate carboxy-lyase,1,,3-Dehydro-L-gulonate carboxy-lyase,3-Dehydro-L-gulonate <=> L-Xylulose + CO2,R01905,4.1.1.34,lyx,Sugar/Alcohol Catabolism,lyx,3-Dehydro-L-gulonate carboxy-lyase,1,-15.8,1.3,,,,,,,,,191,1
94,Glucuronate,Glucuronate Degradation,Degradation,1,4,L-xylulose reductase,1,,Xylitol:NADP+ 4-oxidoreductase (L-xylulose-forming),Xylitol + NADP+ <=> L-Xylulose + NADPH + H+,R01904,1.1.1.10,K03331,Sugar/Alcohol Catabolism,dcxr,L-xylulose reductase 1,1,-16,-16,,,,,1,,,,2190,1
94,Glucuronate,Glucuronate Degradation,Degradation,1,5,Glucuronate isomerase,1,,D-glucuronate aldose-ketose-isomerase,D-Glucuronate <=> D-Fructuronate,R01482,5.3.1.12,K01812,Sugar/Alcohol Catabolism,uxaC,Glucuronate isomerase,0,0.6,0.6,,,,,,,,,2347,1
94,Glucuronate,Glucuronate Degradation,Degradation,1,6,Fructuronate reductase,1,,D-mannonate:NAD+ 5-oxidoreductase,D-Mannonate + NAD+ <=> D-Fructuronate + NADH + H+,R02454,1.1.1.57,K00040,Sugar/Alcohol Catabolism,uxuB,Fructuronate reductase,1,-13.5,-13.5,,,,,1,,,,2348,1
94,Glucuronate,Glucuronate Degradation,Degradation,1,7,Mannonate dehydratase,1,,D-mannonate hydro-lyase,D-Mannonate <=> 2-Dehydro-3-deoxy-D-gluconate + H2O,R05606,4.2.1.8,K01686,Sugar/Alcohol Catabolism,uxuA,Mannonate dehydratase 1,1,34.6,34.6,,,,,,,,,,1
94,Glucuronate,Glucuronate Degradation,Degradation,1,7,Mannonate dehydratase,2,,D-mannonate hydro-lyase,D-Mannonate <=> 2-Dehydro-3-deoxy-D-gluconate + H2O,R05606,4.2.1.8,K08323,Sugar/Alcohol Catabolism,manD,Mannonate dehydratase 2,1,34.6,34.6,,,,,,,,,705,1
125,Galacturonate,Galacturonate Degradation,Degradation,1,1,Uronate dehydrogenase,1,,D-galacturonate:NAD+ 1-oxidoreductase,"D-Galacturonate + NAD+ <=> D-Galactaro-1,5-lactone + NADH + H+",R10841,1.1.1.203,K18981,Sugar/Alcohol Catabolism,udh,Uronate dehydrogenase,1,-41.9,-41.9,,,,1,,,,,,0
125,Galacturonate,Galacturonate Degradation,Degradation,1,2,"D-galactarolactone 4,5-acylmutase",1,,"D-galactarolactone 4,5-acylmutase","D-Galactaro-1,5-lactone <=> D-Galactaro-1,4-lactone",R10846,5.4.1.4,K18982,Sugar/Alcohol Catabolism,gli,"D-galactarolactone 4,5-acylmutase",1,,,,,,,,,,,,0
125,Galacturonate,Galacturonate Degradation,Degradation,1,3,D-galactarolactone cycloisomerase,1,,"D-galactaro-1,4-lactone lyase (ring-opening)","D-Galactaro-1,4-lactone <=> 5-Dehydro-4-deoxy-D-glucarate",R10847,5.5.1.27,K18983,Sugar/Alcohol Catabolism,gci,D-galactarolactone cycloisomerase,1,,,,,,,,,,,705,0
125,Galacturonate,Galacturonate Degradation,Degradation,1,4,5-dehydro-4-deoxyglucarate dehydratase,1,,5-Dehydro-4-deoxy-D-glucarate hydro-lyase (decarboxylating),"5-Dehydro-4-deoxy-D-glucarate <=> 2,5-Dioxopentanoate + H2O + CO2",R02279,4.2.1.41,K01707,Sugar/Alcohol Catabolism,kdgD,5-dehydro-4-deoxyglucarate dehydratase,1,-64.6,-47.5,,,,,,,,,,0
125,Galacturonate,Galacturonate Degradation,Degradation,1,5,"2,5-dioxopentanoate dehydrogenase",1,,"2,5-dioxopentanoate:NADP+ 5-oxidoreductase","2,5-Dioxopentanoate + NADP+ + H2O <=> 2-Oxoglutarate + NADPH + H+",R00264,1.2.1.26,K13877,Sugar/Alcohol Catabolism,aldH,"2,5-dioxopentanoate dehydrogenase",0,-43.1,-43.1,,,,1,,,,,2014,1
125,Galacturonate,Galacturonate Degradation,Degradation,1,5,"2,5-dioxopentanoate dehydrogenase",2,,"2,5-dioxopentanoate:NADP+ 5-oxidoreductase","2,5-Dioxopentanoate + NADP+ + H2O <=> 2-Oxoglutarate + NADPH + H+",R00264,1.2.1.26,K19588,Sugar/Alcohol Catabolism,dopDH,"2,5-dioxopentanoate dehydrogenase",0,-43.1,-43.1,,,,1,,,,,2807,1
125,Galacturonate,Galacturonate Degradation,Degradation,1,6,Glucuronate isomerase,1,,D-galacturonate aldose-ketose-isomerase,D-Galacturonate <=> D-Tagaturonate,R01983,5.3.1.12,K01812,Sugar/Alcohol Catabolism,uxaC,Glucuronate isomerase,0,1.3,1.3,,,,,,,,,2347,1
125,Galacturonate,Galacturonate Degradation,Degradation,1,7,Tagaturonate reductase,1,,D-altronate:NAD+ 3-oxidoreductase,D-altronate + NAD+ = D-tagaturonate + NADH + H+,R02555,1.1.1.58,K00041,Sugar/Alcohol Catabolism,uxaB,Tagaturonate reductase,1,-15.2,-15.2,,,,,1,,,,2348,1
125,Galacturonate,Galacturonate Degradation,Degradation,1,8,Altronate hydrolase,1,,D-altronate hydro-lyase (2-dehydro-3-deoxy-D-gluconate-forming),D-altronate = 2-dehydro-3-deoxy-D-gluconate + H2O,R01450,4.2.1.7,K01658,Sugar/Alcohol Catabolism,trpG,Altronate hydrolase 1,1,-34.6,-34.6,,,,,,,,,1376,1
125,Galacturonate,Galacturonate Degradation,Degradation,1,8,Altronate hydrolase,2,,D-altronate hydro-lyase (2-dehydro-3-deoxy-D-gluconate-forming),D-altronate = 2-dehydro-3-deoxy-D-gluconate + H2O,R01450,4.2.1.7,K16849,Sugar/Alcohol Catabolism,uxaA1,Altronate hydrolase 2,1,-34.6,-34.6,,,,,,,,,,1
125,Galacturonate,Galacturonate Degradation,Degradation,1,8,Altronate hydrolase,2,,D-altronate hydro-lyase (2-dehydro-3-deoxy-D-gluconate-forming),D-altronate = 2-dehydro-3-deoxy-D-gluconate + H2O,R01450,4.2.1.7,K16850,Sugar/Alcohol Catabolism,uxaA2,Altronate hydrolase 2,1,-34.6,-34.6,,,,,,,,,2346,1
125,Galacturonate,Galacturonate Degradation,Degradation,1,9,"D-galactaro-1,5-lactonase/D-glucaro-1,5-lactonase",1,,,,,,uxuF,Sugar/Alcohol Catabolism,uxuF,"D-galactaro-1,5-lactonase/D-glucaro-1,5-lactonase",1,,,,,,,,,,,,0
47,Glutamate,Glutamate Degradation,Degradation,1,8,Glutamate dehydrogenase,1,,L-glutamate:NAD+ oxidoreductase (deaminating),L-Glutamate + NAD+ + H2O <=> 2-Oxoglutarate + Ammonia + NADH + H+,R00243;R00248,1.4.1.3,K00261,Amino Acid Catabolism,glud1,Glutamate dehydrogenase 1,1,16.3,33.4,,,,1,,,,,1120,1
47,Glutamate,Glutamate Degradation,Degradation,1,8,Glutamate dehydrogenase,2,,L-glutamate:NAD+ oxidoreductase (deaminating),L-Glutamate + NAD+ + H2O <=> 2-Oxoglutarate + Ammonia + NADH + H+,R00243,1.4.1.2,K00260,Amino Acid Catabolism,gudB,Glutamate dehydrogenase 2,1,16.3,33.4,,,,1,,,,,1798,1
47,Glutamate,Glutamate Degradation,Degradation,1,8,Glutamate dehydrogenase,3,,L-glutamate:NAD+ oxidoreductase (deaminating),L-Glutamate + NAD+ + H2O <=> 2-Oxoglutarate + Ammonia + NADH + H+,R00243,1.4.1.2,K15371,Amino Acid Catabolism,gdh2,Glutamate dehydrogenase 3,1,16.3,33.4,,,,1,,,,,1953,1
47,Glutamate,Glutamate Degradation,Degradation,1,8,Glutamate dehydrogenase,4,,L-glutamate:NADP+ oxidoreductase (deaminating),L-Glutamate + NADP+ + H2O <=> 2-Oxoglutarate + Ammonia + NADPH + H+,R00248,1.4.1.4,K00262,Amino Acid Catabolism,gdhA,Glutamate dehydrogenase 4,1,16.3,33.4,,,,1,,,,,1798,1
47,Glutamate,Glutamate Degradation,Degradation,1,3,Glutamate decarboxylase,1,,L-glutamate 1-carboxy-lyase (4-aminobutanoate-forming),L-Glutamate <=> 4-Aminobutanoate + CO2,R00261,4.1.1.15,K01580,Amino Acid Catabolism,gad,Glutamate decarboxylase,1,-37.8,-20.7,,,,,,,,,3575,1
47,Glutamate,Glutamate Degradation,Degradation,1,1,Aspartate Aminotransferase,1,,L-Aspartate:2-oxoglutarate aminotransferase,L-Aspartate + 2-Oxoglutarate <=> Oxaloacetate + L-Glutamate,R00355,2.6.1.1,K00812,Amino Acid Catabolism,aspB,Aspartate Aminotransferase 1,1,-2.8,-2.8,,,,,,,,,2222,1
47,Glutamate,Glutamate Degradation,Degradation,1,1,Aspartate Aminotransferase,2,,L-Aspartate:2-oxoglutarate aminotransferase,L-Aspartate + 2-Oxoglutarate <=> Oxaloacetate + L-Glutamate,R00355,2.6.1.1,K00813,Amino Acid Catabolism,aspC,Aspartate Aminotransferase 2,1,-2.8,-2.8,,,,,,,,,2183,1
47,Glutamate,Glutamate Degradation,Degradation,1,1,Aspartate Aminotransferase,3,,L-Aspartate:2-oxoglutarate aminotransferase,L-Aspartate + 2-Oxoglutarate <=> Oxaloacetate + L-Glutamate,R00355,2.6.1.1,K11358,Amino Acid Catabolism,yhdR,Aspartate Aminotransferase 3,1,-2.8,-2.8,,,,,,,,,2222,1
47,Glutamate,Glutamate Degradation,Degradation,1,2,Aspartate Ammonia-lyase,1,,L-aspartate ammonia-lyase (fumarate-forming),L-Aspartate <=> Fumarate + Ammonia,R00490,4.3.1.1,K01744,Amino Acid Catabolism,aspA,Aspartate Ammonia-lyase,1,-3.9,13.2,,,,,,,,,3061,1
47,Glutamate,Glutamate Degradation,Degradation,1,4,Methylaspartate mutase,1,,L-threo-3-methylaspartate carboxy-aminomethylmutase,L-threo-3-Methylaspartate <=> L-Glutamate,R00262,5.4.99.1,K19268,Amino Acid Catabolism,glmE,Methylaspartate mutase,1,7,7,,,,,,,,,,0
47,Glutamate,Glutamate Degradation,Degradation,1,4,Methylaspartate mutase,1,,L-threo-3-methylaspartate carboxy-aminomethylmutase,L-threo-3-Methylaspartate <=> L-Glutamate,R00262,5.4.99.1,K01846,Amino Acid Catabolism,glmS,Methylaspartate mutase,1,7,7,,,,,,,,,,0
47,Glutamate,Glutamate Degradation,Degradation,1,5,Methylaspartate ammonia-lyase,1,,L-threo-3-Methylaspartate ammonia-lyase,L-threo-3-Methylaspartate <=> Mesaconate + Ammonia,R03696,4.3.1.2,K04835,Amino Acid Catabolism,mal,Methylaspartate ammonia-lyase,0,-12.7,4.4,,,,,,,,,,0
47,Glutamate,Glutamate Degradation,Degradation,1,6,(S)-2-methylmalate hydro-lyase,1,,(S)-2-methylmalate hydro-lyase,(S)-2-Methylmalate <=> Mesaconate + H2O,R03693,4.2.1.34,cmh,Amino Acid Catabolism,cmh,(S)-2-methylmalate hydro-lyase,0,-3.2,-3.2,,,,,,,,,,0
47,Glutamate,Glutamate Degradation,Degradation,1,7,(3S)-citramalate pyruvate-lyase,1,,(2S)-2-hydroxy-2-methylbutanedioate pyruvate-lyase (acetate-forming),(S)-2-Methylmalate <=> Acetate + Pyruvate,R00325,4.1.3.22,K08691,Amino Acid Catabolism,mcl,(3S)-citramalate pyruvate-lyase,0,-14.8,2.3,,,,,,,,,,0
47,Glutamate,Glutamate Degradation,Degradation,1,7,(3S)-citramalate pyruvate-lyase,1,,(2S)-2-hydroxy-2-methylbutanedioate pyruvate-lyase (acetate-forming),(S)-2-Methylmalate <=> Acetate + Pyruvate,R00325,4.1.3.22,K18292,Amino Acid Catabolism,gene2,(3S)-citramalate pyruvate-lyase,0,-14.8,2.3,,,,,,,,,,0
47,Glutamate,Glutamate Degradation,Degradation,1,9,2-oxoglutarate reductase,1,,(R)-2-hydroxyglutarate:NAD+ 2-oxidireductase,(R)-2-Hydroxyglutarate + NAD+ <=> 2-Oxoglutarate + NADH + H+,R11337,1.1.1.399,K00058,Amino Acid Catabolism,serA,2-oxoglutarate reductase 1,0,,,,,,,1,,,,2890,1
47,Glutamate,Glutamate Degradation,Degradation,1,9,2-oxoglutarate reductase,2,,(R)-2-hydroxyglutarate:NAD+ 2-oxidireductase,(R)-2-Hydroxyglutarate + NAD+ <=> 2-Oxoglutarate + NADH + H+,R11337,1.1.1.399,K25634,Amino Acid Catabolism,hgdH,2-oxoglutarate reductase 2,0,,,,,,,1,,,,1895,1
47,Glutamate,Glutamate Degradation,Degradation,1,10,Glutaconate CoA-transferase,1,,(E)-Glutaconate CoA-transferase,Acetyl-CoA + (E)-Glutaconate <=> Acetate + Glutaconyl-1-CoA,R04000,2.8.3.12,K01039,Amino Acid Catabolism,gctA,Glutaconate CoA-transferase,0,-10,-10,,,,,,,,,,1
47,Glutamate,Glutamate Degradation,Degradation,1,10,Glutaconate CoA-transferase,1,,(E)-Glutaconate CoA-transferase,Acetyl-CoA + (E)-Glutaconate <=> Acetate + Glutaconyl-1-CoA,R04000,2.8.3.12,K01040,Amino Acid Catabolism,gctB,Glutaconate CoA-transferase,0,-10,-10,,,,,,,,,,1
47,Glutamate,Glutamate Degradation,Degradation,1,11,(R)-2-hydroxyglutaryl-CoA dehydratase,1,,,,,4.2.1.167,K20903,Amino Acid Catabolism,hgdA,(R)-2-hydroxyglutaryl-CoA dehydratase,0,,,,,,,,,,,,1
47,Glutamate,Glutamate Degradation,Degradation,1,11,(R)-2-hydroxyglutaryl-CoA dehydratase,1,,,,,4.2.1.167,K20904,Amino Acid Catabolism,hgdB,(R)-2-hydroxyglutaryl-CoA dehydratase,0,,,,,,,,,,,,1
47,Glutamate,Glutamate Degradation,Degradation,1,12,Glutaconyl-CoA decarboxylase,1,,glutaconyl-1-CoA carboxy-lyase,Glutaconyl-1-CoA <=> Crotonoyl-CoA + CO2,R03028,7.2.4.5,K01615,Amino Acid Catabolism,gcdA,Glutaconyl-CoA decarboxylase,0,,,,,,,,,,,1604,1
47,Glutamate,Glutamate Degradation,Degradation,1,13,3-hydroxybutyryl-CoA dehydratase,1,,short-chain-enoyl-CoA hydratase,a short-chain (3S)-3-hydroxyacyl-CoA = a short-chain trans-2-enoyl-CoA + H2O,,4.2.1.150,crt1,Amino Acid Catabolism,crt1,3-hydroxybutyryl-CoA dehydratase,0,,,,,,,,,,,2481,1
47,Glutamate,Glutamate Degradation,Degradation,1,16,Butanoyl-CoA dehydrogenase,1,,"butanoyl-CoA:NAD+, ferredoxin oxidoreductase",Butanoyl-CoA + 2 NAD+ + 2 Reduced ferredoxin <=> Crotonoyl-CoA + 2 NADH + 2 Oxidized ferredoxin,R11675,1.3.1.109,etfA1,Amino Acid Catabolism,etfA1,Butanoyl-CoA dehydrogenase,0,,,,,,,,,,,2202,1
47,Glutamate,Glutamate Degradation,Degradation,1,16,Butanoyl-CoA dehydrogenase,1,,"butanoyl-CoA:NAD+, ferredoxin oxidoreductase",Butanoyl-CoA + 2 NAD+ + 2 Reduced ferredoxin <=> Crotonoyl-CoA + 2 NADH + 2 Oxidized ferredoxin,R11675,1.3.1.109,etfB1,Amino Acid Catabolism,etfB1,Butanoyl-CoA dehydrogenase,0,,,,,,,,,,,2203,1
