Reactions	DRAM	Prokka	RASTtk	Intersection	2+ Annotations	Priority List	Majority Rule	Union	Bayesian Pangenome Core
rxn02314	0	1	0	0	1	1	1	1	0
rxn11891	0	0	0	0	0	0	0	0	1
rxn00040	0	0	0	0	0	1	1	1	0
rxn00874	1	1	1	1	1	1	1	1	0
rxn16846	0	1	0	0	0	0	0	1	0
rxn00641	1	1	1	0	1	1	1	1	0
rxn11892	0	0	0	0	0	0	0	1	0
rxn07495	0	0	0	0	0	0	0	0	1
rxn05778	0	1	0	0	1	0	0	1	0
rxn12649	1	0	1	0	0	0	0	1	0
rxn00781	1	1	1	1	1	1	1	1	0
rxn07596	0	0	0	0	0	0	0	0	1
rxn08975	0	1	0	0	0	1	1	1	0
rxn00863	1	1	1	1	1	1	1	1	1
rxn06751	0	1	0	0	0	0	0	1	0
rxn01429	0	0	0	0	0	0	0	0	1
rxn26007	0	1	0	0	0	0	0	1	0
rxn07577	1	1	1	0	1	1	1	1	0
rxn01222	0	1	0	0	0	1	1	1	0
rxn06403	1	1	1	0	0	1	1	1	1
rxn00705	0	0	0	0	0	0	0	1	0
rxn11767	1	1	1	0	1	1	1	1	1
rxn07841	0	0	0	0	0	0	0	1	0
rxn02474	1	0	1	0	0	1	1	1	0
rxn17392	0	1	0	0	0	0	0	1	0
rxn04133	1	1	1	1	1	1	1	1	0
rxn03174	1	1	1	1	1	1	1	1	1
rxn03698	0	0	0	0	0	0	0	0	1
rxn01244	1	1	1	0	1	0	0	1	0
rxn13967	0	0	0	0	0	0	0	0	1
rxn16826	1	1	1	0	1	1	1	1	0
rxn03871	0	0	0	0	0	0	0	1	1
rxn25123	0	1	0	0	0	0	0	1	0
rxn01790	1	1	1	1	1	1	1	1	0
rxn01881	0	1	0	0	0	0	1	1	0
rxn09296	0	0	0	0	0	1	1	1	0
rxn01388	1	1	1	1	1	1	1	1	0
rxn10253	0	1	0	0	1	1	1	1	0
rxn03783	0	0	0	0	0	0	0	0	1
rxn06194	0	1	0	0	0	1	1	1	1
rxn00726	1	1	1	1	1	1	1	1	0
rxn01286	0	0	0	0	0	1	1	1	0
rxn03599	1	1	1	0	1	1	1	1	1
rxn06439	1	1	1	0	1	1	1	1	0
rxn00004	1	1	1	0	1	1	1	1	1
rxn08439	0	1	0	0	0	0	0	1	0
rxn05687	1	1	1	1	1	1	1	1	0
rxn01548	1	1	1	0	1	1	1	1	0
rxn07701	0	0	0	0	0	0	0	0	1
rxn02345	1	1	1	0	0	1	1	1	1
rxn07474	0	1	0	0	1	1	1	1	0
rxn02049	0	0	0	0	0	0	0	0	1
rxn04549	0	0	0	0	0	0	0	0	1
rxn11809	1	1	1	0	1	1	1	1	1
rxn00532	0	0	0	0	0	0	0	1	0
rxn00095	1	1	1	1	1	1	1	1	0
rxn07880	1	1	1	0	1	0	0	1	1
rxn01701	0	0	0	0	0	0	0	1	0
rxn02743	0	1	0	0	0	1	1	1	0
rxn00999	1	1	1	1	1	1	1	1	1
rxn12170	0	0	0	0	0	0	0	0	1
rxn11510	0	0	0	0	0	0	0	0	1
rxn03439	1	0	1	0	0	0	0	1	0
rxn03437	1	1	1	1	1	1	1	1	0
rxn11646	0	0	0	0	0	0	0	0	1
rxn01827	1	1	1	1	1	1	1	1	0
rxn40594	0	1	0	0	0	0	1	1	0
rxn05255	1	1	1	1	1	1	1	1	0
rxn03653	0	0	0	0	0	0	0	0	1
rxn09952	0	1	0	0	0	1	1	1	0
rxn35560	1	0	1	0	0	0	0	1	0
rxn02927	1	1	1	1	1	1	1	1	0
rxn00187	1	1	1	1	1	1	1	1	0
rxn06443	1	1	1	0	1	1	1	1	0
rxn02417	1	0	1	0	1	1	1	1	1
rxn01059	0	0	0	0	0	0	0	0	1
rxn10254	0	1	0	0	1	1	1	1	0
rxn00601	1	1	1	1	1	1	1	1	0
rxn01210	0	1	0	0	0	0	0	1	0
rxn00427	1	1	1	1	1	1	1	1	0
rxn08558	0	0	0	0	0	0	0	1	0
rxn07111	0	0	0	0	0	0	0	0	1
rxn04442	1	0	1	0	0	0	0	1	0
rxn05243	1	1	1	1	1	1	1	1	0
rxn07989	0	1	0	0	0	1	1	1	0
rxn01343	0	1	0	0	1	1	1	1	0
rxn01500	0	0	0	0	0	0	0	1	0
rxn08294	0	1	0	0	1	1	1	1	0
rxn10231	0	0	0	0	0	0	1	1	0
rxn03360	0	0	0	0	0	0	0	1	0
rxn08442	0	0	0	0	0	0	1	1	0
rxn03137	1	0	1	0	0	1	1	1	0
rxn00770	1	1	1	1	1	1	1	1	1
rxn08861	0	1	0	0	0	0	0	1	0
rxn00799	1	1	1	1	1	1	1	1	0
rxn05179	0	0	0	0	0	1	1	1	0
rxn02554	0	0	0	0	0	0	0	0	1
rxn14305	0	0	0	0	0	0	0	0	1
rxn00754	0	0	0	0	0	0	0	1	0
rxn00853	1	0	1	0	0	1	0	1	0
rxn02297	1	1	1	1	1	1	1	1	0
rxn12088	0	0	0	0	0	0	0	0	1
rxn07842	0	0	0	0	0	0	0	1	0
rxn00014	0	1	0	0	0	1	1	1	0
rxn03002	0	0	0	0	0	0	0	1	0
rxn10223	0	1	0	0	1	0	1	1	0
rxn25042	0	1	0	0	0	0	0	1	0
rxn02021	0	1	0	0	0	1	1	1	0
rxn01102	1	0	1	0	0	1	0	1	0
rxn06300	1	1	1	1	1	1	1	1	0
rxn04791	1	1	1	1	1	1	1	1	0
rxn01346	0	1	0	0	0	0	0	1	0
rxn06726	0	1	0	0	0	0	0	1	0
rxn12204	1	1	1	0	1	0	0	1	1
rxn02832	0	0	0	0	0	0	1	1	0
rxn11703	0	1	0	0	0	1	1	1	0
rxn05734	0	0	0	0	0	1	1	1	0
rxn08557	0	0	0	0	0	0	0	1	0
rxn05306	1	1	1	1	1	1	1	1	0
rxn04726	1	1	1	0	1	1	1	1	1
rxn06624	0	1	0	0	0	1	1	1	1
rxn01013	0	1	0	0	0	1	1	1	0
rxn01299	0	1	0	0	1	1	1	1	0
rxn08392	0	1	0	0	0	0	0	1	0
rxn09202	0	1	0	0	1	0	1	1	0
rxn15166	1	0	1	0	0	1	1	1	0
rxn07112	0	0	0	0	0	0	0	0	1
rxn00063	1	1	1	1	1	1	1	1	0
rxn03395	1	1	1	0	1	1	1	1	0
rxn05029	1	1	1	1	1	1	1	1	0
rxn03268	0	0	0	0	0	0	0	0	1
rxn03003	0	0	0	0	0	0	0	1	0
rxn03072	1	0	1	0	0	1	1	1	1
rxn02144	0	0	0	0	0	0	1	1	0
rxn00707	1	1	1	0	1	0	0	1	0
rxn00424	1	0	1	0	0	1	1	1	1
rxn29919	1	1	1	0	1	0	0	1	0
rxn05735	0	0	0	0	0	1	1	1	0
rxn14242	0	0	0	0	0	0	0	0	1
rxn00340	0	1	0	0	0	0	0	1	0
rxn00350	1	1	1	0	1	1	1	1	0
rxn00913	1	1	1	0	1	1	1	1	0
rxn00283	1	1	1	1	1	1	1	1	0
rxn13989	0	0	0	0	0	0	0	0	1
rxn00966	1	1	1	1	1	1	1	1	0
rxn06777	1	0	1	0	0	1	1	1	0
rxn06608	0	1	0	0	0	0	0	1	0
rxn02798	0	0	0	0	0	1	1	1	0
rxn07435	1	1	1	1	1	1	1	1	1
rxn08805	0	1	0	0	1	1	1	1	0
rxn08044	1	1	1	1	1	1	1	1	0
EX_cpd00159	0	0	0	0	0	2	2	2	0
rxn09104	0	1	0	0	1	0	1	1	0
rxn00678	0	1	0	0	0	0	0	1	0
rxn12020	0	0	0	0	0	0	0	0	1
rxn01394	1	0	1	0	0	0	0	1	0
rxn02000	1	1	1	1	1	1	1	1	0
rxn07355	0	0	0	0	0	0	0	0	1
rxn03050	0	0	0	0	0	0	0	0	1
rxn01515	1	1	1	0	1	0	0	1	0
rxn15064	1	1	1	0	1	1	1	1	0
rxn07687	0	1	0	0	0	1	1	1	0
rxn00792	1	1	1	0	1	1	1	1	0
rxn39472	1	0	1	0	0	0	0	1	0
rxn02391	0	0	0	0	0	0	0	1	0
rxn03392	1	0	1	0	0	1	1	1	1
rxn05622	0	1	0	0	0	1	1	1	0
rxn11713	0	1	0	0	0	0	0	1	0
rxn00505	1	0	1	0	1	1	1	1	0
rxn10228	0	0	0	0	0	0	1	1	0
rxn01366	1	0	1	0	0	0	0	1	0
rxn03039	1	1	1	0	1	0	0	1	1
rxn03004	1	1	1	1	1	1	1	1	0
rxn05039	1	1	1	0	1	1	1	1	0
rxn01754	0	0	0	0	0	0	0	1	0
rxn06673	1	0	1	0	1	1	1	1	1
rxn08120	0	0	0	0	0	0	1	1	0
rxn11621	0	0	0	0	0	0	0	0	1
rxn00916	1	1	1	0	1	0	0	1	0
rxn00162	0	1	0	0	0	0	0	1	0
rxn05086	1	1	1	0	1	1	1	1	0
rxn03892	0	0	0	0	0	0	0	1	0
rxn03749	0	0	0	0	0	0	0	0	1
rxn11715	0	1	0	0	0	0	0	1	0
rxn03535	1	1	1	0	1	0	0	1	0
rxn06591	1	1	1	1	1	1	1	1	0
rxn01948	0	0	0	0	0	0	0	1	0
rxn07261	0	0	0	0	0	0	0	1	0
rxn02507	1	0	1	0	0	1	1	1	1
rxn03164	1	1	1	1	1	1	1	1	0
rxn02115	0	0	0	0	0	0	0	1	0
rxn05456	0	0	0	0	0	0	0	1	0
rxn06335	1	0	1	0	1	1	1	1	1
rxn06196	0	1	0	0	0	1	1	1	1
rxn08127	0	1	0	0	1	0	1	1	0
rxn05779	0	1	0	0	1	0	0	1	0
rxn08546	0	1	0	0	1	1	1	1	0
rxn01871	1	1	1	1	1	1	1	1	0
rxn01507	1	1	1	0	1	1	1	1	0
rxn13782	0	0	0	0	0	1	1	1	0
rxn00113	0	0	0	0	0	0	0	1	0
rxn21013	0	1	0	0	0	1	1	1	0
rxn06446	1	1	1	0	1	1	1	1	0
rxn07717	0	0	0	0	0	0	0	0	1
rxn15745	1	1	1	0	1	0	0	1	0
rxn01672	1	1	1	1	1	1	1	1	0
rxn10266	0	1	0	0	1	0	1	1	0
EX_cpd00161	2	2	2	2	2	2	2	2	0
rxn39451	1	1	1	0	1	1	1	1	0
rxn07544	0	0	0	0	0	0	1	1	0
rxn03384	1	1	1	1	1	1	1	1	0
rxn07966	0	0	0	0	0	1	1	1	0
rxn02928	1	0	1	0	0	0	0	1	1
rxn10570	1	1	1	1	1	1	1	1	0
rxn01135	0	0	0	0	0	0	0	1	0
rxn00469	0	0	0	0	0	0	0	1	0
rxn02176	1	1	1	0	0	1	1	1	1
rxn05348	1	1	1	1	1	1	1	1	0
rxn00121	0	1	0	0	0	1	1	1	0
rxn02320	1	1	1	1	1	1	1	1	0
rxn08119	0	0	0	0	0	0	1	1	0
rxn00713	1	1	1	1	1	1	1	1	0
rxn00303	1	1	1	0	1	1	1	1	0
rxn02819	0	0	0	0	0	0	0	1	0
rxn21858	0	1	0	0	0	0	0	1	0
rxn02517	1	1	1	1	1	1	1	1	1
rxn00947	1	1	1	1	1	1	1	1	0
rxn07685	1	1	1	0	1	0	0	1	1
rxn01832	1	0	1	0	0	1	1	1	0
rxn25743	0	1	0	0	0	0	0	1	0
rxn01906	1	1	1	0	1	0	0	1	1
rxn03675	1	0	1	0	0	1	1	1	0
rxn01620	0	1	0	0	1	1	1	1	0
rxn11716	0	1	0	0	0	0	0	1	0
rxn03490	0	0	0	0	0	0	1	1	0
rxn03135	1	1	1	1	1	1	1	1	0
rxn06584	0	1	0	0	0	0	1	1	0
rxn06280	1	1	1	0	1	1	1	1	0
rxn06197	0	0	0	0	0	0	0	1	0
rxn03063	0	0	0	0	0	0	0	1	0
rxn03869	1	0	1	0	0	1	1	1	1
rxn30043	0	1	0	0	0	0	0	1	0
rxn02201	1	1	1	1	1	1	1	1	0
rxn12018	0	0	0	0	0	0	0	0	1
rxn00020	1	1	1	0	0	1	1	1	1
rxn01834	1	1	1	1	1	1	1	1	0
rxn02880	0	0	0	0	0	0	1	1	0
rxn09449	0	1	0	0	1	1	1	1	0
rxn00949	0	0	0	0	0	0	0	1	0
rxn03819	0	0	0	0	0	0	0	0	1
rxn00145	1	0	1	0	1	1	1	1	0
rxn03023	0	0	0	0	0	0	0	1	0
rxn06078	1	0	1	0	0	1	1	1	1
rxn01213	1	0	1	0	1	0	0	1	0
rxn07432	1	1	1	1	1	1	1	1	1
rxn06538	1	1	1	0	1	1	1	1	0
rxn00757	0	0	0	0	0	0	0	1	0
rxn00728	1	1	1	0	1	0	0	1	0
rxn00200	0	0	0	0	0	0	0	0	1
rxn01332	1	1	1	1	1	1	1	1	0
rxn08458	0	0	0	0	0	0	1	1	0
rxn26149	0	1	0	0	0	0	1	1	0
rxn00373	0	0	0	0	0	0	0	1	0
rxn03030	0	1	0	0	0	1	1	1	0
rxn01048	0	0	0	0	0	0	0	1	0
rxn03094	0	0	0	0	0	0	1	1	0
rxn00826	0	0	0	0	0	0	0	1	0
rxn01157	0	0	0	0	0	0	0	1	0
rxn03372	1	1	1	0	1	0	0	1	1
rxn03463	0	0	0	0	0	0	0	1	0
rxn12030	0	1	0	0	0	1	1	1	1
rxn01218	1	1	1	0	1	1	1	1	0
rxn05161	0	0	0	0	0	1	1	1	0
rxn09203	0	1	0	0	1	0	1	1	0
rxn03670	1	1	1	0	1	1	1	1	1
rxn01396	0	0	0	0	0	0	0	1	0
rxn00777	1	1	1	1	1	1	1	1	1
rxn11564	0	1	0	0	0	1	1	1	1
rxn09111	0	1	0	0	1	0	1	1	0
EX_cpd03847	0	0	0	0	0	2	2	2	0
rxn09574	0	1	0	0	0	0	0	1	0
rxn00763	0	1	0	0	1	1	1	1	0
rxn02751	1	0	1	0	0	0	0	1	1
rxn00547	1	1	1	1	1	1	1	1	0
rxn08390	0	1	0	0	0	0	0	1	0
rxn45276	0	1	0	0	0	1	1	1	0
rxn02260	0	0	0	0	0	0	1	1	0
rxn09205	0	0	0	0	0	0	1	1	0
rxn08094	1	1	1	1	1	1	1	1	0
rxn04752	0	0	0	0	0	0	0	0	1
rxn02862	0	0	0	0	0	0	0	1	0
rxn00272	1	0	1	0	0	1	1	1	0
rxn00647	0	1	0	0	0	0	0	1	0
rxn05358	0	0	0	0	0	0	0	1	0
rxn00377	1	1	1	0	1	1	1	1	0
rxn03841	0	1	0	0	1	1	1	1	0
rxn05671	0	0	0	0	0	1	1	1	0
rxn02312	1	1	1	1	1	1	1	1	0
rxn06025	1	1	1	0	1	1	1	1	1
rxn11007	0	1	0	0	0	0	0	1	0
rxn25719	0	1	0	0	0	0	0	1	0
rxn01509	1	1	1	1	1	1	1	1	0
rxn08258	0	1	0	0	1	0	1	1	0
rxn09110	0	1	0	0	1	0	1	1	0
EX_cpd00013	0	0	0	0	0	2	2	2	0
rxn12646	0	0	0	0	0	0	1	1	0
rxn05379	0	0	0	0	0	0	0	1	0
rxn26037	0	1	0	0	0	0	1	1	0
rxn06621	1	1	1	0	1	0	0	1	1
rxn01932	0	1	0	0	0	0	0	1	0
rxn05142	0	0	0	0	0	0	0	1	0
rxn03887	0	0	0	0	0	0	1	1	0
rxn03915	0	0	0	0	0	0	0	1	0
rxn07807	1	0	1	0	0	1	1	1	1
rxn14275	0	0	0	0	0	0	0	0	1
rxn05763	0	1	0	0	0	1	1	1	0
rxn05289	1	1	1	1	1	1	1	1	0
rxn01791	1	1	1	1	1	1	1	1	0
rxn10214	0	1	0	0	1	1	1	1	0
rxn00191	1	1	1	0	1	1	1	1	0
rxn07356	0	0	0	0	0	0	0	0	1
rxn10019	0	1	0	0	0	0	0	1	0
rxn01494	1	0	1	0	0	1	1	1	0
rxn05054	1	0	1	0	1	1	1	1	1
rxn00165	1	1	1	1	1	1	1	1	0
rxn07964	0	0	0	0	0	1	1	1	0
rxn04354	0	0	0	0	0	0	0	0	1
rxn08804	0	1	0	0	1	1	1	1	0
rxn00568	1	1	1	1	1	1	1	1	0
rxn00047	0	1	0	0	0	0	0	1	0
rxn00423	1	1	1	1	1	1	1	1	0
rxn10020	0	1	0	0	0	0	0	1	0
rxn05059	0	0	0	0	0	0	0	1	0
rxn01300	1	1	1	1	1	1	1	1	0
rxn01551	0	0	0	0	0	0	0	0	1
rxn00710	1	1	1	1	1	1	1	1	0
rxn00772	1	1	1	1	1	1	1	1	0
rxn21010	0	1	0	0	0	0	0	1	0
rxn00184	1	1	1	1	1	1	1	1	0
rxn03379	1	0	1	0	0	1	1	1	1
rxn08306	0	1	0	0	1	0	1	1	0
rxn11973	0	1	0	0	0	0	1	1	0
rxn05310	1	1	1	1	1	1	1	1	0
rxn03419	1	1	1	1	1	1	1	1	1
rxn02334	0	0	0	0	0	0	0	1	0
rxn39382	1	0	1	0	0	0	0	1	0
rxn11777	0	0	0	0	0	0	0	0	1
rxn08136	0	0	0	0	0	1	1	1	0
rxn10094	0	0	0	0	0	0	0	1	0
rxn02167	1	1	1	0	0	1	1	1	0
rxn07586	0	0	0	0	0	0	0	1	0
rxn04717	0	0	0	0	0	0	0	0	1
rxn02508	1	0	1	0	0	1	1	1	0
rxn00611	1	1	1	1	1	1	1	1	0
rxn05341	1	1	1	0	1	1	1	1	0
rxn02988	1	1	1	1	1	1	1	1	0
rxn03974	1	1	1	0	1	1	1	1	0
rxn02680	1	1	1	1	1	1	1	1	0
rxn00748	1	1	1	1	1	1	1	1	0
rxn00016	1	1	1	1	1	1	1	1	0
rxn07251	0	1	0	0	0	1	1	1	0
rxn04137	0	1	0	0	1	1	1	1	0
rxn10162	0	0	0	0	0	1	1	1	0
rxn08396	0	1	0	0	0	0	0	1	0
rxn06168	1	1	1	0	1	0	0	1	1
rxn05467	1	1	1	1	1	1	1	1	0
rxn11721	0	0	0	0	0	0	0	1	1
rxn07433	1	1	1	1	1	1	1	1	1
rxn07725	0	0	0	0	0	0	0	0	1
rxn00003	1	1	1	1	1	1	1	1	0
EX_cpd00109	0	2	0	0	0	2	2	2	0
rxn07456	0	1	0	0	0	0	0	1	0
rxn05233	1	1	1	1	1	1	1	1	0
rxn11577	1	1	1	0	1	1	1	1	1
rxn09402	0	1	0	0	0	0	0	1	0
rxn08977	0	1	0	0	0	1	1	1	0
rxn00141	1	1	1	1	1	1	1	1	0
rxn03208	0	0	0	0	0	1	1	1	0
rxn06522	1	0	1	0	0	1	1	1	1
rxn01667	1	1	1	0	1	0	0	1	1
rxn13672	0	1	0	0	0	0	0	1	0
rxn02305	1	1	1	0	1	1	1	1	0
rxn05030	0	1	0	0	0	0	0	1	0
rxn02406	0	0	0	0	0	0	1	1	0
EX_cpd00309	0	0	0	0	0	2	2	2	0
rxn02916	1	1	1	1	1	1	1	1	0
rxn07292	1	1	1	0	1	1	1	1	1
rxn15949	1	1	1	0	1	1	1	1	0
rxn03436	1	1	1	1	1	1	1	1	1
EX_cpd00254	2	2	2	2	2	2	2	2	0
rxn01538	1	1	1	1	1	1	1	1	0
rxn14075	0	0	0	0	0	0	0	0	1
rxn08891	0	1	0	0	0	1	1	1	0
EX_cpd00635	2	2	2	2	2	2	2	2	0
rxn06771	0	0	0	0	0	0	0	1	0
rxn00212	1	1	1	0	1	1	1	1	0
rxn09209	0	0	0	0	0	0	1	1	0
rxn02476	1	1	1	0	1	1	1	1	0
rxn08173	0	1	0	1	1	1	1	1	0
rxn02373	1	1	1	1	1	1	1	1	0
rxn03052	1	0	1	0	1	1	1	1	0
rxn05359	0	0	0	0	0	0	0	1	0
rxn04052	0	0	0	0	0	0	0	1	0
rxn07574	0	0	0	0	0	0	0	0	1
rxn00503	1	0	1	0	0	1	1	1	0
rxn00322	0	0	0	0	0	0	0	1	0
rxn02284	1	1	1	0	1	0	0	1	1
rxn10294	0	0	0	0	0	1	1	1	0
rxn00868	1	0	1	0	0	0	0	1	0
rxn04811	1	1	1	0	1	1	1	1	1
rxn10215	0	1	0	0	1	1	1	1	0
EX_cpd02701	2	2	2	2	2	2	2	2	0
rxn03251	1	0	1	0	1	1	1	1	0
rxn04349	0	0	0	0	0	0	0	0	1
rxn04516	0	0	0	0	0	0	0	0	1
rxn01333	1	1	1	1	1	1	1	1	0
rxn14253	0	0	0	0	0	0	0	0	1
rxn08818	0	1	0	0	1	1	1	1	0
rxn06297	0	0	0	0	0	0	0	0	1
rxn00268	0	1	0	0	0	0	0	1	0
rxn05952	1	1	1	0	1	1	1	1	1
EX_cpd10516	2	2	2	2	2	2	2	2	0
rxn07883	1	0	1	0	0	1	1	1	1
rxn04453	1	1	1	0	1	1	1	1	1
rxn01188	1	1	1	1	1	1	1	1	0
rxn00216	1	1	1	1	1	1	1	1	0
rxn01867	1	1	1	1	1	1	1	1	0
rxn01084	1	1	1	0	1	0	0	1	0
rxn00762	0	1	0	0	0	0	1	1	0
rxn07286	0	0	0	0	0	0	0	0	1
rxn08171	0	0	0	0	0	1	1	1	0
EX_cpd00035	2	2	2	2	2	2	2	2	0
rxn11527	0	0	0	0	0	0	0	0	1
rxn11959	0	0	0	0	0	0	0	0	1
rxn11801	0	0	0	0	0	0	0	1	1
rxn05429	0	0	0	0	0	0	0	1	0
rxn14082	0	0	0	0	0	0	0	0	1
rxn02503	1	1	1	1	1	1	1	1	0
rxn05312	0	0	0	0	0	1	1	1	0
rxn02199	0	0	0	0	0	0	0	1	0
rxn08735	0	0	0	0	0	0	0	1	0
rxn08895	0	0	0	0	0	1	1	1	0
rxn03546	0	1	0	0	0	0	0	1	0
rxn00330	0	1	0	0	1	1	1	1	0
rxn03910	1	1	1	1	1	1	1	1	0
rxn01231	0	0	0	0	0	0	0	1	0
rxn05328	1	1	1	0	1	1	1	1	1
rxn03927	0	0	0	0	0	0	0	0	1
rxn08433	0	0	0	0	0	0	0	1	0
rxn11587	1	1	1	0	1	0	0	1	0
rxn05115	1	1	1	0	1	1	1	1	0
rxn04989	1	1	1	1	1	1	1	1	0
rxn01019	0	1	0	0	1	1	1	1	1
rxn01143	1	1	1	1	1	1	1	1	0
rxn07743	0	1	0	0	0	0	0	1	0
rxn14107	0	0	0	0	0	0	0	0	1
rxn03843	0	0	0	0	0	0	0	1	0
rxn05950	0	0	0	0	0	0	0	0	1
rxn08441	0	1	0	0	0	0	1	1	0
rxn11245	1	1	1	0	1	0	0	1	1
rxn01599	0	0	0	0	0	0	0	1	0
rxn21733	0	1	0	0	0	0	0	1	0
rxn01255	1	1	1	1	1	1	1	1	0
EX_cpd00092	0	0	0	0	0	2	2	2	0
rxn00159	1	1	1	0	1	1	1	1	0
rxn08809	0	1	0	0	1	1	1	1	0
rxn07832	1	0	1	0	0	1	1	1	1
rxn02034	0	0	0	0	0	0	0	0	1
rxn02261	0	0	0	0	0	0	1	1	0
rxn10258	0	1	0	0	1	1	1	1	0
rxn14053	0	0	0	0	0	0	0	0	1
rxn11547	0	0	0	0	0	0	0	0	1
rxn01066	1	0	1	0	0	1	1	1	1
rxn00070	1	1	1	0	1	0	0	1	1
rxn00086	1	1	1	1	1	1	1	1	0
rxn10261	0	1	0	0	1	0	1	1	0
rxn08084	0	1	0	0	1	1	1	1	0
rxn04353	0	0	0	0	0	0	0	0	1
rxn08846	0	1	0	0	1	1	1	1	0
rxn00501	1	0	1	0	1	1	1	1	0
rxn10230	0	0	0	0	0	0	1	1	0
rxn05465	1	1	1	1	1	1	1	1	0
rxn05143	0	0	0	0	0	0	0	1	0
rxn04316	0	0	0	0	0	0	0	0	1
rxn05663	1	1	1	1	1	1	1	1	0
rxn06441	1	1	1	1	1	1	1	1	0
rxn01461	0	0	0	0	0	0	0	1	0
rxn06195	0	1	0	0	0	1	1	1	1
rxn07963	0	0	0	0	0	1	1	1	0
rxn02831	0	1	0	0	1	1	1	1	0
rxn13995	1	0	1	0	0	0	0	1	1
rxn01434	1	1	1	1	1	1	1	1	1
rxn25649	0	1	0	0	0	1	1	1	0
rxn05205	0	0	0	0	0	1	1	1	0
rxn01451	1	0	1	0	0	1	1	1	0
rxn00507	1	0	1	0	0	1	1	1	0
rxn04011	0	1	0	0	0	0	1	1	0
rxn03242	1	0	1	0	0	1	1	1	0
rxn06377	1	1	1	1	1	1	1	1	0
rxn05145	0	1	0	0	0	1	1	1	0
rxn00076	1	1	1	1	1	1	1	1	0
rxn23444	0	1	0	0	0	0	0	1	0
rxn01069	1	1	1	1	1	1	1	1	0
rxn02767	1	1	1	0	1	0	0	1	0
rxn16573	1	1	1	0	1	1	1	1	0
rxn09176	0	1	0	0	0	1	1	1	0
rxn00379	1	1	1	1	1	1	1	1	0
rxn12041	0	0	0	0	0	0	0	0	1
rxn14331	0	0	0	0	0	0	0	0	1
rxn01466	1	1	1	1	1	1	1	1	0
rxn00131	1	0	1	0	0	1	1	1	1
rxn10058	0	1	0	0	0	0	0	1	0
rxn00708	1	1	1	0	1	1	1	1	0
rxn07493	0	0	0	0	0	1	1	1	0
rxn04297	0	0	0	0	0	0	0	0	1
rxn02893	0	0	0	0	0	0	0	0	1
rxn11944	0	0	0	0	0	0	0	1	1
rxn01875	0	0	0	0	0	0	1	1	0
rxn01541	0	1	0	0	0	0	0	1	0
EX_cpd00009	0	2	0	0	0	2	2	2	0
rxn11723	0	0	0	0	0	0	0	1	1
rxn04237	0	0	0	0	0	0	0	0	1
rxn07865	0	0	0	0	0	0	0	0	1
rxn09114	0	1	0	0	1	0	1	1	0
rxn08734	0	0	0	0	0	1	1	1	0
rxn19766	0	1	0	0	0	0	0	1	0
rxn07994	0	1	0	0	0	1	1	1	0
rxn00247	1	1	1	1	1	1	1	1	0
rxn05496	1	1	1	1	1	1	1	1	0
rxn00529	0	0	0	0	0	0	0	1	0
rxn03263	0	1	0	0	0	0	1	1	0
rxn09417	0	1	0	0	0	0	0	1	0
rxn03926	0	0	0	0	0	0	0	0	1
rxn08942	0	0	0	0	0	0	0	1	0
rxn05346	1	1	1	1	1	1	1	1	0
rxn02460	0	0	0	0	0	0	0	1	0
rxn00328	1	0	1	0	1	1	1	1	0
rxn02402	1	1	1	1	1	1	1	1	0
rxn00223	0	0	0	0	0	0	0	1	0
rxn10043	0	1	0	0	1	1	1	1	0
rxn08088	0	1	0	0	1	1	1	1	0
rxn08669	0	1	0	0	1	0	0	1	0
rxn02577	1	1	1	0	1	1	1	1	0
rxn02934	1	1	1	0	0	1	1	1	0
rxn08598	0	1	0	0	0	0	0	1	0
rxn00668	1	1	1	0	1	1	1	1	1
EX_cpd00007	2	2	2	2	2	2	2	2	0
rxn01746	0	0	0	0	0	0	0	1	0
rxn08810	0	1	0	0	1	1	1	1	0
rxn03796	1	1	1	0	1	0	0	1	1
rxn06759	0	0	0	0	0	0	0	1	0
rxn03397	1	0	1	0	1	0	1	1	0
rxn01702	0	1	0	0	0	1	1	1	1
rxn08807	0	1	0	0	1	1	1	1	0
rxn00178	1	1	1	1	1	1	1	1	0
rxn12642	0	0	0	0	0	0	1	1	0
rxn00604	1	1	1	1	1	1	1	1	0
rxn00484	0	0	0	0	0	0	0	1	0
rxn03597	1	1	1	0	1	1	1	1	0
rxn03884	1	1	1	1	1	1	1	1	0
rxn01270	0	0	0	0	0	0	0	1	0
rxn10062	0	1	0	0	0	0	0	1	0
rxn14070	1	0	1	0	0	1	1	1	0
rxn03211	0	0	0	0	0	1	1	1	0
rxn03431	1	1	1	0	1	1	1	1	0
rxn00952	1	0	1	0	0	1	1	1	0
rxn08851	0	1	0	0	1	1	1	1	0
rxn07259	0	0	0	0	0	0	0	0	1
rxn03958	1	1	1	1	1	1	1	1	0
rxn09399	0	1	0	0	0	1	1	1	0
rxn00445	0	0	0	0	0	1	1	1	0
rxn00275	1	0	1	0	0	1	1	1	1
rxn08550	0	1	0	0	1	1	1	1	0
rxn04547	0	0	0	0	0	0	0	0	1
rxn01465	0	1	0	0	1	1	1	1	0
rxn05392	0	0	0	0	0	0	0	1	0
rxn04015	0	1	0	0	0	0	0	1	0
rxn00800	1	1	1	1	1	1	1	1	0
rxn00376	0	1	0	0	0	1	1	1	1
