id	name	equation	equation_with_names	lower_bound	upper_bound	gene_reaction_rule	subsystem
rxn02085_c0	4,5-Dihydro-4-oxo-5-imidazolepropanoate hydro-lyase [c0]	cpd00067_c0 + cpd02311_c0 <=> cpd00001_c0 + cpd00581_c0	H+ + 4-Imidazolone-5-propanoate <=> H2O + Urocanate	-1000.0	1000.0	WP_049589035.1	
rxn00770_c0	ATP:D-ribose-5-phosphate diphosphotransferase [c0]	cpd00002_c0 + cpd00101_c0 <=> cpd00018_c0 + cpd00067_c0 + cpd00103_c0	ATP + ribose-5-phosphate <=> AMP + H+ + PRPP	-1000.0	1000.0	WP_014949014.1 and WP_049588855.1	
rxn05153_c0	sulfate-transporting ATPase [c0]	cpd00001_c0 + cpd00002_c0 + cpd00048_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00048_c0 + cpd00067_c0	H2O + ATP + Sulfate [e0] --> ADP + Phosphate + Sulfate + H+	0.0	1000.0	WP_014979262.1	
rxn01314_c0	5,6,7,8-tetrahydrobiopterin:NADP+ oxidoreductase [c0]	cpd00005_c0 + cpd00067_c0 + cpd00231_c0 <=> cpd00006_c0 + cpd00233_c0	NADPH + H+ + Dihydrobiopterin <=> NADP + Tetrahydrobiopterin	-1000.0	1000.0	WP_014975732.1	
rxn08806_c0	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:0) (periplasm) [c0]	cpd00001_c0 + cpd15316_c0 <=> cpd00067_c0 + cpd00214_c0 + cpd00908_c0	H2O + 1-Acyl-sn-glycero-3-phosphoethanolamine hexadecanoyl <=> H+ + Hexadecanoate + Glycerophosphoethanolamine	-1000.0	1000.0	(WP_049585859.1 and WP_039227930.1) or WP_039231048.1	
rxn00076_c0	NAD+ phosphohydrolase [c0]	cpd00001_c0 + cpd00003_c0 --> cpd00018_c0 + 2.0 cpd00067_c0 + cpd00355_c0	H2O + NAD --> AMP + 2.0 H+ + Nicotinamide ribonucleotide	0.0	1000.0	WP_080986364.1	
rxn14040_c0	ditrans,tetracis-heptaprenyl-diphosphate:isopentenyl-diphosphate heptaprenylcistransferase [c0]	cpd00113_c0 + cpd17566_c0 --> cpd00012_c0 + cpd00067_c0 + cpd17567_c0	Isopentenyldiphosphate + ditrans,tetracis-Heptaprenyl diphosphate --> PPi + H+ + ditrans,pentacis-Octaprenyl diphosphate	0.0	1000.0	WP_080986374.1	
rxn05209_c0	TRANS-RXNBWI-115525.ce.maizeexp.NA+_NA+ [c0]	cpd00067_c0 + cpd00971_e0 <=> cpd00067_e0 + cpd00971_c0	H+ + Na+ [e0] <=> H+ [e0] + Na+	-1000.0	1000.0	WP_049588566.1 or WP_049588342.1 or WP_049588361.1 or WP_049588342.1 or (WP_014948348.1 and WP_049585898.1) or (WP_049587550.1 and WP_049585654.1 and WP_049586283.1) or WP_049587735.1 or WP_049588117.1	
rxn09499_c0	glycine:lipoylprotein oxidoreductase (decarboxylating and acceptor-aminomethylating) [c0]	cpd00033_c0 + cpd00067_c0 + cpd14954_c0 --> cpd00011_c0 + cpd15217_c0	Glycine + H+ + Protein N6-(lipoyl)lysine [c0] --> CO2 + S-Aminomethyldihydrolipoamide	0.0	1000.0	WP_049587964.1	
rxn05760_c0	L-glutamate:ferredoxin oxidoreductase (transaminating) [c0]	2.0 cpd00023_c0 + cpd11621_c0 <=> cpd00024_c0 + cpd00053_c0 + 2.0 cpd00067_c0 + cpd11620_c0	2.0 L-Glutamate + Oxidizedferredoxin <=> 2-Oxoglutarate + L-Glutamine + 2.0 H+ + Reducedferredoxin	-1000.0	1000.0	WP_049588207.1	
rxn10234_c0	isotetradecanoyl-phosphatidylserine decarboxylase [c0]	2.0 cpd00067_c0 + cpd15691_c0 --> cpd00011_c0 + cpd15697_c0	2.0 H+ + Diisotetradecanoylphosphatidylserine --> CO2 + Diisotetradecanoylphosphatidylethanolamine	0.0	1000.0	WP_014948076.1	
rxn08444_c0	Stearoyl-CoA hydrolase [c0]	cpd00001_c0 + cpd00327_c0 --> cpd00010_c0 + cpd00067_c0 + cpd01080_c0	H2O + Octadecanoyl-CoA --> CoA + H+ + Octadecanoate	0.0	1000.0	WP_049586274.1	
rxn00175_c0	Acetate:CoA ligase (AMP-forming) [c0]	cpd00002_c0 + cpd00010_c0 + cpd00029_c0 --> cpd00012_c0 + cpd00018_c0 + cpd00022_c0 + cpd00067_c0	ATP + CoA + Acetate --> PPi + AMP + Acetyl-CoA + H+	0.0	1000.0	WP_049586975.1	
rxn05579_c0	Glycine betaine transport via proton symport, reversible [c0]	cpd00067_e0 + cpd00540_e0 <=> cpd00067_c0 + cpd00540_c0	H+ [e0] + BET [e0] <=> H+ + N,N,N-trimethylglycine [c0]	-1000.0	1000.0	WP_049587551.1	
rxn10163_c0	Tetradecanoate transport via proton symport [c0]	cpd00067_e0 + cpd03847_e0 <=> cpd00067_c0 + cpd03847_c0	H+ [e0] + Tetradecanoate [c0] <=> H+ + Tetradecanoate [c0]	-1000.0	1000.0	WP_049585748.1	
rxn01143_c0	ATP:thymidine 5'-phosphotransferase [c0]	cpd00002_c0 + cpd00184_c0 --> cpd00008_c0 + cpd00067_c0 + cpd00298_c0	ATP + Thymidine --> ADP + H+ + dTMP	0.0	1000.0	WP_014950261.1	
rxn05618_c0	manganese transport in via proton symport [c0]	cpd00030_e0 + cpd00067_e0 --> cpd00030_c0 + cpd00067_c0	Mn2+ [e0] + H+ [e0] --> Mn2+ + H+	0.0	1000.0	WP_049588136.1	
rxn00260_c0	L-Aspartate:2-oxoglutarate aminotransferase [c0]	cpd00024_c0 + cpd00041_c0 <=> cpd00023_c0 + cpd00032_c0	2-Oxoglutarate + L-Aspartate <=> L-Glutamate + Oxaloacetate	-1000.0	1000.0	WP_049587271.1	
rxn05204_c0	TRANS-RXNBWI-115572.ce.maizeexp.GUANOSINE_GUANOSINE [c0]	cpd00067_e0 + cpd00311_e0 <=> cpd00067_c0 + cpd00311_c0	H+ [e0] + Guanosine [e0] <=> H+ + Guanosine	-1000.0	1000.0	WP_049585822.1	
rxn02803_c0	Tetradecanoyl-CoA:(acceptor) 2,3-oxidoreductase [c0]	cpd00015_c0 + cpd00067_c0 + cpd01695_c0 <=> cpd00982_c0 + cpd03127_c0	FAD + H+ + Tetradecanoyl-CoA <=> FADH2 + (2E)-Tetradecenoyl-CoA	-1000.0	1000.0	WP_014976690.1 or WP_014949232.1 or WP_049587019.1 or WP_049587170.1 or WP_049587262.1 or WP_014947786.1 or WP_049589161.1 or WP_039227752.1 or WP_049587138.1 or WP_049586522.1	
rxn00461_c0	Phosphoenolpyruvate:UDP-N-acetyl-D-glucosamine 1-carboxyvinyl-transferase [c0]	cpd00037_c0 + cpd00061_c0 --> cpd00009_c0 + cpd02820_c0	UDP-N-acetylglucosamine + Phosphoenolpyruvate --> Phosphate + UDP-N-acetylglucosamine enolpyruvate	0.0	1000.0	WP_014948355.1	
rxn00817_c0	melibiose galactohydrolase [c0]	cpd00001_c0 + cpd03198_c0 <=> cpd00027_c0 + cpd00108_c0	H2O + Melibiose <=> D-Glucose + Galactose	-1000.0	1000.0	WP_049589075.1	
rxn00669_c0	Propanoate:CoA ligase (ADP-forming) [c0]	cpd00002_c0 + cpd00010_c0 + cpd00141_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00086_c0	ATP + CoA + Propionate --> ADP + Phosphate + Propionyl-CoA	0.0	1000.0	WP_049586790.1 or WP_049586790.1	
rxn05247_c0	FACOAL140(ISO) [c0]	cpd00002_c0 + cpd00010_c0 + cpd11430_c0 --> cpd00012_c0 + cpd00018_c0 + cpd11435_c0	ATP + CoA + fa1 --> PPi + AMP + 12-Methyltridecanoyl-CoA	0.0	1000.0	WP_049587062.1 or WP_049587639.1 or WP_014950005.1 or WP_049586144.1 or WP_049588937.1	
rxn03136_c0	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-lyase [c0]	cpd02921_c0 <=> cpd00067_c0 + cpd00106_c0 + cpd02851_c0	SAICAR <=> H+ + Fumarate + AICAR	-1000.0	1000.0	WP_039229483.1	
rxn00222_c0	cellobiose glucohydrolase [c0]	cpd00001_c0 + cpd00158_c0 --> 2.0 cpd00027_c0	H2O + CELB --> 2.0 D-Glucose	0.0	1000.0	WP_049586389.1 and WP_049585649.1	
rxn10229_c0	isopentadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase [c0]	cpd00054_c0 + cpd15686_c0 --> cpd00046_c0 + 2.0 cpd00067_c0 + cpd15692_c0	L-Serine + CDP-1,2-di-13-methyltetradecanoylglycerol --> CMP + 2.0 H+ + Diisopentadecanoylphosphatidylserine	0.0	1000.0	WP_049586630.1	
rxn05287_c0	geranylgeranyl-diphosphate:isopentenyl-diphosphate transtransferase [c0]	cpd00113_c0 + cpd00289_c0 --> cpd00012_c0 + cpd00067_c0 + cpd02591_c0	Isopentenyldiphosphate + Geranylgeranyl diphosphate --> PPi + H+ + pendp	0.0	1000.0	WP_014948150.1	
rxn01387_c0	Isocitrate:NADP+ oxidoreductase [c0]	cpd00006_c0 + cpd00260_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd03187_c0	NADP + Isocitrate <=> NADPH + H+ + Oxalosuccinate	-1000.0	1000.0	WP_049586716.1	
rxn00818_c0	Raffinose galactohydrolase [c0]	cpd00001_c0 + cpd00382_c0 --> cpd00076_c0 + cpd00108_c0	H2O + Melitose --> Sucrose + Galactose	0.0	1000.0	WP_049589075.1	
rxn09101_c0	phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0) [c0]	cpd00001_c0 + cpd15542_c0 --> cpd00009_c0 + cpd00067_c0 + cpd15535_c0	H2O + Phosphatidylglycerophosphate didodecanoyl --> Phosphate + H+ + 1,2-didodecanoyl-sn-glycero-3-phosphoglycerol	0.0	1000.0	WP_049586604.1	
rxn02937_c0	2-(Formamido)-N1-(5-phosphoribosyl)acetamidine cyclo-ligase (ADP-forming) [c0]	cpd00002_c0 + cpd02826_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd02140_c0	ATP + 5'-Phosphoribosylformylglycinamidine --> ADP + Phosphate + H+ + AIR	0.0	1000.0	WP_014976688.1	
rxn00540_c0	4-hydroxy-2-oxopentanoate pyruvate-lyase (acetaldehyde-forming) [c0]	cpd00020_c0 + cpd00071_c0 <=> cpd02258_c0	Pyruvate + Acetaldehyde <=> 4-Hydroxy-2-oxovalerate	-1000.0	1000.0	WP_049588613.1	
rxn08810_c0	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C12:0) (periplasm) [c0]	cpd00001_c0 + cpd15318_c0 <=> cpd00067_c0 + cpd01741_c0 + cpd02090_c0	H2O + 1-dodecanoyl-sn-glycero-3-phosphoglycerol <=> H+ + Dodecanoate + Glycerophosphoglycerol	-1000.0	1000.0	(WP_049585859.1 and WP_039227930.1) or WP_039231048.1	
rxn01652_c0	S-Aminomethyldihydrolipoylprotein:(6S)-tetrahydrofolate aminomethyltransferase (ammonia-forming) [c0]	cpd00001_c0 + cpd00347_c0 <=> cpd00067_c0 + cpd02197_c0	H2O + 5-10-Methenyltetrahydrofolate <=> H+ + 5-Formyltetrahydrofolate	-1000.0	1000.0	WP_049588376.1 and WP_049586601.1	
rxn00350_c0	glutathione gamma-glutamylaminopeptidase [c0]	cpd00001_c0 + cpd00042_c0 <=> cpd00023_c0 + cpd01017_c0	H2O + GSH <=> L-Glutamate + Cys-Gly	-1000.0	1000.0	WP_049588360.1 or WP_049589086.1 or WP_049588843.1 or WP_014976719.1	
rxn03137_c0	10-Formyltetrahydrofolate:5'-phosphoribosyl-5-amino-4-imidazolecarboxamide formyltransferase [c0]	cpd00201_c0 + cpd02851_c0 <=> cpd00087_c0 + cpd02884_c0	10-Formyltetrahydrofolate + AICAR <=> Tetrahydrofolate + FAICAR	-1000.0	1000.0	WP_049585742.1	
rxn01115_c0	6-phospho-D-gluconate:NADP+ 2-oxidoreductase (decarboxylating) [c0]	cpd00006_c0 + cpd00284_c0 --> cpd00005_c0 + cpd00011_c0 + cpd00171_c0	NADP + 6-Phospho-D-gluconate --> NADPH + CO2 + D-Ribulose5-phosphate	0.0	1000.0	WP_014998709.1	
rxn05462_c0	trans-Octodec-2-enoyl-ACP hydro-lyase [c0]	cpd11571_c0 <=> cpd00001_c0 + cpd11572_c0	(3R)-3-Hydroxyoctadecanoyl-ACP <=> H2O + (2E)-Octadecenoyl-ACP	-1000.0	1000.0	WP_014948562.1	
rxn08818_c0	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0) [c0]	cpd00001_c0 + cpd15363_c0 <=> 2.0 cpd00067_c0 + cpd00080_c0 + cpd03847_c0	H2O + 2-tetradecanoyl-sn-glycerol 3-phosphate <=> 2.0 H+ + Glycerol-3-phosphate + Tetradecanoate [c0]	-1000.0	1000.0	(WP_049585859.1 and WP_039227930.1) or WP_039231048.1	
rxn00992_c0	(R)-3-Hydroxybutanoate:NAD+ oxidoreductase [c0]	cpd00003_c0 + cpd00797_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd00142_c0	NAD + (R)-3-Hydroxybutanoate <=> NADH + H+ + Acetoacetate	-1000.0	1000.0	WP_049586810.1	
rxn10267_c0	isotetradecanoyl-Phosphatidylglycerophosphate phosphohydrolase [c0]	cpd00001_c0 + cpd15718_c0 --> cpd00009_c0 + cpd00067_c0 + cpd15724_c0	H2O + Diisotetradecanoylphosphatidylglycerophosphate --> Phosphate + H+ + 1,2-di-12-methyltridecanoyl-sn-glycero-3-phosphoglycerol	0.0	1000.0	WP_049586604.1	
rxn01128_c0	dATP:cytidine 5'-phosphotransferase [c0]	cpd00115_c0 + cpd00367_c0 <=> cpd00046_c0 + cpd00067_c0 + cpd00177_c0	dATP + Cytidine <=> CMP + H+ + dADP	-1000.0	1000.0	WP_014950808.1	
rxn05239_c0	adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming) [c0]	cpd00044_c0 + cpd11421_c0 --> cpd00045_c0 + cpd00067_c0 + cpd00081_c0 + cpd11420_c0	3-phosphoadenylylsulfate + Reduced thioredoxin --> Adenosine 3-5-bisphosphate + H+ + Sulfite + Oxidized thioredoxin	0.0	1000.0	(WP_049588882.1 and WP_012517074.1 and WP_049585862.1) or WP_049588677.1	
rxn08312_c0	CDP-diacylglycerol synthetase (n-C18:1) [c0]	cpd00052_c0 + cpd15527_c0 --> cpd00012_c0 + cpd00067_c0 + cpd15420_c0	CTP + 1,2-di-(11Z)-octadecenoyl-sn-glycerol-3-phosphate --> PPi + H+ + CDP-1,2-di-(11Z)-octadecenoylglycerol	0.0	1000.0	WP_014948557.1	
rxn00952_c0	O-acetyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase [c0]	cpd00239_c0 + cpd00790_c0 --> cpd00029_c0 + cpd00135_c0	Bisulfide (HS-) + O-Acetyl-L-homoserine --> Acetate + Homocysteine	0.0	1000.0	WP_049588124.1 and WP_041693510.1	
rxn00161_c0	(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating) [c0]	cpd00006_c0 + cpd00130_c0 --> cpd00005_c0 + cpd00011_c0 + cpd00020_c0	NADP + L-Malate --> NADPH + CO2 + Pyruvate	0.0	1000.0	WP_014950978.1	
rxn01961_c0	Xanthosine 5'-phosphate phosphohydrolase [c0]	cpd00001_c0 + cpd00497_c0 --> cpd00009_c0 + cpd01217_c0	H2O + XMP --> Phosphate + Xanthosine	0.0	1000.0	WP_049586202.1 and WP_049588338.1	
rxn01517_c0	ATP:dUMP phosphotransferase [c0]	cpd00002_c0 + cpd00067_c0 + cpd00299_c0 --> cpd00008_c0 + cpd00978_c0	ATP + H+ + dUMP --> ADP + dUDP	0.0	1000.0	WP_049588748.1	
rxn00371_c0	Formate:NAD+ oxidoreductase [c0]	cpd00003_c0 + cpd00047_c0 --> cpd00004_c0 + cpd00011_c0	NAD + Formate --> NADH + CO2	0.0	1000.0	WP_049589098.1	
rxn10226_c0	isoheptadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase [c0]	cpd00054_c0 + cpd15683_c0 --> cpd00046_c0 + 2.0 cpd00067_c0 + cpd15689_c0	L-Serine + CDP-1,2-di-15-methylhexadecanoylglycerol --> CMP + 2.0 H+ + Diisoheptadecanoylphosphatidylserine	0.0	1000.0	WP_049586630.1	
rxn09978_c0	beta-glucosidase (methyl-alpha-D-glucoside) [c0]	cpd00001_c0 + cpd15584_c0 <=> cpd00027_c0 + cpd00116_c0	H2O + alpha-Methyl-D-glucoside <=> D-Glucose + Methanol	-1000.0	1000.0	WP_049586389.1 and WP_049585649.1	
rxn08040_c0	UDP-N-acetyl-D-glucosamine:undecaprenyl-phosphate N-acetyl-D-glucosamine phosphotransferase [c0]	cpd00037_c0 + cpd00286_c0 <=> cpd00091_c0 + cpd00946_c0	UDP-N-acetylglucosamine + Undecaprenylphosphate <=> UMP + Undecaprenyl diphospho N-acetyl-glucosamine	-1000.0	1000.0	WP_014948529.1	
rxn09211_c0	Phosphatidylserine syntase (n-C18:1) [c0]	cpd00054_c0 + cpd15420_c0 --> cpd00046_c0 + 2.0 cpd00067_c0 + cpd15558_c0	L-Serine + CDP-1,2-di-(11Z)-octadecenoylglycerol --> CMP + 2.0 H+ + phosphatidylserine dioctadec-11-enoyl	0.0	1000.0	WP_049586630.1	
rxn03141_c0	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysine:alanyl-D-alanine [c0]	cpd00002_c0 + cpd00731_c0 + cpd03490_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd02862_c0	ATP + Ala-Ala + UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine --> ADP + Phosphate + H+ + UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	0.0	1000.0	WP_049586053.1	
rxn05006_c0	S-adenosyl-L-methionine:precorrin-1 C-methyltransferase [c0]	cpd00017_c0 + cpd11206_c0 <=> cpd00019_c0 + cpd01620_c0	S-Adenosyl-L-methionine + Precorrin 1 <=> S-Adenosyl-homocysteine + Precorrin 2	-1000.0	1000.0	WP_049587320.1 and WP_049586999.1	
rxn09234_c0	ribonucleoside-diphosphate reductase (UDP) (glutaredoxin) [c0]	cpd00014_c0 + cpd15481_c0 <=> cpd00001_c0 + cpd00978_c0 + cpd15480_c0	UDP + glutaredoxin (reduced) <=> H2O + dUDP + glutaredoxin (oxidized)	-1000.0	1000.0	WP_014948069.1	
rxn01299_c0	Inosine ribohydrolase [c0]	cpd00001_c0 + cpd00246_c0 <=> cpd00105_c0 + cpd00226_c0	H2O + Inosine <=> D-Ribose + HYXN	-1000.0	1000.0	WP_014977204.1	
rxn05331_c0	(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase [c0]	cpd11480_c0 <=> cpd00001_c0 + cpd11469_c0	(3R)-3-Hydroxydodecanoyl-ACP <=> H2O + (2E)-Dodecenoyl-ACP	-1000.0	1000.0	WP_014949559.1 or WP_014948562.1	
rxn01800_c0	Deoxycytidine aminohydrolase [c0]	cpd00001_c0 + cpd00067_c0 + cpd00654_c0 --> cpd00013_c0 + cpd00412_c0	H2O + H+ + Deoxycytidine --> NH3 + Deoxyuridine	0.0	1000.0	WP_080752371.1	
rxn00533_c0	Acetyl-CoA:carbon-dioxide ligase (ADP-forming) [c0]	cpd00002_c0 + cpd00022_c0 + cpd00242_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00070_c0	ATP + Acetyl-CoA + H2CO3 --> ADP + Phosphate + H+ + Malonyl-CoA	0.0	1000.0	WP_049585989.1 or WP_014949945.1	
rxn08309_c0	CDP-diacylglycerol synthetase (n-C16:0) [c0]	cpd00052_c0 + cpd15524_c0 --> cpd00012_c0 + cpd00067_c0 + cpd15419_c0	CTP + 1,2-dihexadecanoyl-sn-glycerol 3-phosphate --> PPi + H+ + CDP-1,2-dihexadecanoylglycerol	0.0	1000.0	WP_014948557.1	
rxn02476_c0	Phosphoenolpyruvate:3-phosphoshikimate 5-O-(1-carboxyvinyl)-transferase [c0]	cpd00061_c0 + cpd02030_c0 <=> cpd00009_c0 + cpd00932_c0	Phosphoenolpyruvate + 3-phosphoshikimate <=> Phosphate + 5-O--1-Carboxyvinyl-3-phosphoshikimate	-1000.0	1000.0	WP_014976023.1 or WP_049588672.1	
rxn01512_c0	ATP:dTDP phosphotransferase [c0]	cpd00002_c0 + cpd00297_c0 <=> cpd00008_c0 + cpd00357_c0	ATP + dTDP <=> ADP + TTP	-1000.0	1000.0	WP_049588021.1	
rxn03841_c0	4-amino-4-deoxychorismate pyruvate-lyase [c0]	cpd08210_c0 --> cpd00020_c0 + cpd00067_c0 + cpd00443_c0	4-amino-4-deoxychorismate --> Pyruvate + H+ + 4-aminobenzoate	0.0	1000.0	WP_014949216.1	
rxn04954_c0	5-methyltetrahydrofolate:NAD+ oxidoreductase [c0]	cpd00003_c0 + cpd00345_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd00125_c0	NAD + 5-Methyltetrahydrofolate <=> NADH + H+ + 5-10-Methylenetetrahydrofolate	-1000.0	1000.0	WP_014950980.1	
rxn06865_c0	R05146 [c0]	cpd03586_c0 + cpd11468_c0 --> cpd03736_c0 + cpd11493_c0	kdo2-lipid iva + Dodecanoyl-ACP --> Lauroyl-KDO2-lipid IV(A) + ACP	0.0	1000.0	WP_014950254.1 or WP_014950254.1	
rxn03249_c0	(S)-hydroxyhexanoyl-CoA:NAD+ oxidoreductase [c0]	cpd00003_c0 + cpd03122_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd03123_c0	NAD + (S)-Hydroxyhexanoyl-CoA <=> NADH + H+ + 3-Oxohexanoyl-CoA	-1000.0	1000.0	(WP_049588521.1 and WP_024015658.1) or (WP_049585918.1 and WP_049585851.1) or WP_049588754.1 or WP_049588707.1	
rxn04113_c0	isopentenyl-diphosphate:NAD(P)+ oxidoreductase [c0]	cpd00005_c0 + cpd00067_c0 + cpd08615_c0 --> cpd00001_c0 + cpd00006_c0 + cpd00113_c0	NADPH + H+ + 1-Hydroxy-2-methyl-2-butenyl 4-diphosphate --> H2O + NADP + Isopentenyldiphosphate	0.0	1000.0	WP_049586577.1 or WP_049586577.1	
rxn00676_c0	acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase [c0]	cpd00022_c0 + cpd00086_c0 <=> cpd00010_c0 + cpd02124_c0	Acetyl-CoA + Propionyl-CoA <=> CoA + 2-Methylacetoacetyl-CoA	-1000.0	1000.0	WP_024015658.1 and WP_049585851.1 and WP_049588755.1	
rxn00713_c0	GTP:uridine 5'-phosphotransferase [c0]	cpd00038_c0 + cpd00249_c0 --> cpd00031_c0 + cpd00067_c0 + cpd00091_c0	GTP + Uridine --> GDP + H+ + UMP	0.0	1000.0	WP_014950808.1	
rxn01257_c0	chorismate:L-glutamine aminotransferase [c0]	cpd00053_c0 + cpd00216_c0 <=> cpd00023_c0 + cpd08210_c0	L-Glutamine + Chorismate <=> L-Glutamate + 4-amino-4-deoxychorismate	-1000.0	1000.0	WP_049586263.1 and WP_049588780.1	
rxn00943_c0	Palmitoyl-CoA hydrolase [c0]	cpd00001_c0 + cpd00134_c0 --> cpd00010_c0 + cpd00067_c0 + cpd00214_c0	H2O + Hexadecanoyl-CoA --> CoA + H+ + Hexadecanoate	0.0	1000.0	WP_049586274.1	
rxn00903_c0	L-Valine:2-oxoglutarate aminotransferase [c0]	cpd00024_c0 + cpd00156_c0 <=> cpd00023_c0 + cpd00123_c0	2-Oxoglutarate + L-Valine <=> L-Glutamate + 3-Methyl-2-oxobutanoate	-1000.0	1000.0	WP_049588570.1	
rxn00980_c0	2-Phosphoglycolate phosphohydrolase [c0]	cpd00001_c0 + cpd00727_c0 --> cpd00009_c0 + cpd00139_c0	H2O + 2-Phosphoglycolate --> Phosphate + Glycolate	0.0	1000.0	WP_049588870.1 or WP_049588741.1	
rxn00056_c0	Fe(II):oxygen oxidoreductase [c0]	cpd00007_c0 + 4.0 cpd00067_c0 + 4.0 cpd10515_c0 --> 2.0 cpd00001_c0 + 4.0 cpd10516_c0	O2 + 4.0 H+ + 4.0 Fe2+ --> 2.0 H2O + 4.0 fe3	0.0	1000.0	WP_049588210.1 and WP_014949587.1 and WP_014949586.1	
rxn00016_c0	chitobiose N-acetylglucosaminohydrolase [c0]	cpd00001_c0 + cpd01157_c0 --> 2.0 cpd00122_c0	H2O + Chitobiose --> 2.0 N-Acetyl-D-glucosamine	0.0	1000.0	WP_049588363.1 or (WP_049588363.1 and WP_049586557.1)	
rxn03991_c0	nitric oxide, NADPH2:oxygen oxidoreductase [c0]	cpd00005_c0 + 2.0 cpd00007_c0 + 2.0 cpd00418_c0 --> cpd00006_c0 + cpd00067_c0 + 2.0 cpd00209_c0	NADPH + 2.0 O2 + 2.0 NO --> NADP + H+ + 2.0 Nitrate	0.0	1000.0	WP_049588180.1	
rxn02213_c0	3-Dehydroquinate hydro-lyase [c0]	cpd00699_c0 --> cpd00001_c0 + cpd01716_c0	5-Dehydroquinate --> H2O + 3-Dehydroshikimate	0.0	1000.0	WP_014951275.1	
rxn03892_c0	R05613 [c0]	cpd00113_c0 + cpd02591_c0 --> cpd00012_c0 + cpd00067_c0 + cpd00906_c0	Isopentenyldiphosphate + pendp --> PPi + H+ + all-trans-Hexaprenyl diphosphate	0.0	1000.0	WP_014948150.1	
rxn00086_c0	glutathione:NADP+ oxidoreductase [c0]	cpd00006_c0 + 2.0 cpd00042_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd00111_c0	NADP + 2.0 GSH <=> NADPH + H+ + Oxidized glutathione	-1000.0	1000.0	WP_049586760.1	
rxn04989_c0	L-phenylalanine,tetrahydrobiopterin:oxygen oxidoreductase(4-hydroxylating) [c0]	cpd00007_c0 + cpd00066_c0 + cpd00233_c0 --> cpd00069_c0 + cpd03897_c0	O2 + L-Phenylalanine + Tetrahydrobiopterin --> L-Tyrosine + 4a-Hydroxytetrahydrobiopterin	0.0	1000.0	WP_014948685.1	
rxn08668_c0	Glycerophosphodiester phosphodiesterase (Glycerophosphoserine) [c0]	cpd00001_c0 + cpd15468_c0 <=> cpd00054_c0 + cpd00067_c0 + cpd00080_c0	H2O + Glycerophosphoserine <=> L-Serine + H+ + Glycerol-3-phosphate	-1000.0	1000.0	WP_049588313.1	
rxn01127_c0	ATP:dAMP phosphotransferase [c0]	cpd00002_c0 + cpd00067_c0 + cpd00294_c0 <=> cpd00008_c0 + cpd00177_c0	ATP + H+ + dAMP <=> ADP + dADP	-1000.0	1000.0	WP_049588635.1	
rxn05226_c0	D-glucose transport via PEP:Pyr PTS [c0]	cpd00027_e0 + cpd00061_c0 --> cpd00020_c0 + cpd00079_c0	D-Glucose [e0] + Phosphoenolpyruvate --> Pyruvate + D-glucose-6-phosphate	0.0	1000.0	WP_014948339.1	
rxn08548_c0	glycerol-3-phosphate acyltransferase (C14:1) [c0]	cpd00067_c0 + cpd00080_c0 + cpd15294_c0 --> cpd11493_c0 + cpd15330_c0	H+ + Glycerol-3-phosphate + (7Z)-Tetradecenoyl-ACP --> ACP + 1-(7Z)-tetradecenoyl-sn-glycerol-3-phosphate	0.0	1000.0	WP_014951390.1 or WP_012518211.1	
rxn00615_c0	ATP:glycerol 3-phosphotransferase [c0]	cpd00002_c0 + cpd00100_c0 --> cpd00008_c0 + cpd00067_c0 + cpd00080_c0	ATP + Glycerol --> ADP + H+ + Glycerol-3-phosphate	0.0	1000.0	WP_049588438.1	
