,minimum,maximum
rxn00461_c0,0.0,0.0
rxn00817_c0,-1.9980019980017687,0.0
rxn00669_c0,0.0,0.0
rxn05247_c0,0.0,0.0
rxn03136_c0,-1.998001998001996,0.0
rxn10229_c0,0.0,0.0
rxn05287_c0,0.0,0.0
rxn01387_c0,0.0,0.0
rxn00818_c0,0.0,0.0
rxn09101_c0,0.0,0.0
rxn02937_c0,0.0,0.0
rxn00540_c0,0.0,1.998001998001996
rxn08810_c0,0.0,0.0
rxn01652_c0,0.0,0.0
rxn00350_c0,-27.926179662586947,994.0179620658984
rxn03137_c0,0.0,1.864756803117333e-26
rxn01115_c0,0.0,996.0079880159733
rxn05462_c0,0.0,0.0
rxn08818_c0,-1.9980019980017687,0.0
rxn00992_c0,-1000.0,996.0079880159814
rxn10267_c0,0.0,0.0
rxn01128_c0,0.0,0.0
rxn05239_c0,0.0,0.0
rxn08312_c0,0.0,0.0
rxn00952_c0,0.0,-2.03887424651295e-29
rxn00161_c0,0.0,1000.0
rxn01961_c0,0.0,970.333266666738
rxn01517_c0,2.072665917971095e-15,13.974037950062097
rxn00371_c0,0.0,1000.0
rxn10226_c0,0.0,0.0
rxn08040_c0,0.0,0.0
rxn02021_c0,0.0,0.0
rxn09211_c0,0.0,0.0
rxn03141_c0,0.0,0.0
rxn05006_c0,0.0,5.62807479994643e-13
rxn09234_c0,0.0,0.0
rxn01299_c0,-998.0019980019985,1000.0
rxn05331_c0,0.0,0.0
rxn01800_c0,0.0,19.944123792323555
rxn00533_c0,0.0,0.0
rxn08309_c0,0.0,0.0
rxn02476_c0,-3.198510434384142e-14,473.0419271382293
rxn01512_c0,0.0,1000.0
rxn03841_c0,1.0368623309329342e-18,0.0
rxn04954_c0,5.168052220478027e-16,0.0
rxn06865_c0,0.0,0.0
rxn05517_c0,-1000.0,0.0
rxn03249_c0,0.0,0.0
rxn04113_c0,0.0,0.0
rxn00676_c0,0.0,0.0
rxn00713_c0,0.0,998.0019980019983
rxn01257_c0,0.0,1.998001998001996
rxn09272_c0,0.0,0.0
rxn00943_c0,0.0,0.0
rxn00903_c0,-1000.0,1000.0
rxn00980_c0,0.0,0.0
rxn00056_c0,0.0,0.0
rxn00016_c0,0.0,0.0
rxn03991_c0,0.0,498.2528715662143
rxn02213_c0,0.0,476.4064379675673
rxn03892_c0,0.0,0.0
rxn00086_c0,-998.0019980019979,1.9980019980021098
rxn04989_c0,0.0,0.0
rxn08668_c0,-1.9980019980017687,0.0
rxn01127_c0,0.0,0.0
rxn05226_c0,0.0,998.0019980019981
rxn08548_c0,0.0,0.0
rxn00615_c0,0.0,996.0079880159805
rxn00569_c0,-993.0244408644306,0.0
rxn05341_c0,-7.869442915742458e-14,-6.841586095296976e-32
rxn03393_c0,0.0,0.0
rxn08124_c0,0.0,0.0
rxn10206_c0,0.0,0.0
rxn00083_c0,0.0,1000.0
rxn00291_c0,-1.998001998001996,0.0
rxn07438_c0,0.0,0.0
rxn00743_c0,0.0,1000.0
rxn10202_c0,0.0,0.0
rxn01775_c0,0.0,0.0
rxn03236_c0,0.0,0.0
rxn00874_c0,-1.7288384354267344e-12,0.0
rxn00834_c0,0.0,972.2759308315723
rxn00782_c0,-1000.0,0.0
rxn00362_c0,-996.0079880159805,1000.0
rxn00704_c0,-1000.0,1000.0
rxn08703_c0,1.1362635616694685e-11,0.0
rxn01459_c0,0.0,0.0
rxn05252_c0,0.0,0.0
rxn00241_c0,0.0,998.0019980019981
rxn12642_c0,-1.9980019980018824,0.0
rxn05313_c0,0.0,1000.0
rxn01332_c0,9.19093870470002e-17,478.3158806954503
rxn01510_c0,0.0,6.531422207760783e-14
rxn00785_c0,-498.0029980009985,651.1294456317462
rxn00693_c0,0.0,0.0
rxn01351_c0,0.0,0.0
rxn03909_c0,0.0,8.008016016024182
rxn01101_c0,0.0,1000.0
rxn00355_c0,0.0,11.992019984027845
rxn03084_c0,0.0,0.0
rxn00513_c0,0.0,1000.0
rxn10233_c0,0.0,0.0
rxn06600_c0,0.0,0.0
rxn03439_c0,0.0,0.0
rxn00216_c0,-1000.0,1000.0
rxn08808_c0,0.0,0.0
rxn00558_c0,-1000.0,1000.0
rxn12635_c0,0.0,0.0
rxn05297_c0,-1000.0,1000.0
rxn00194_c0,0.0,0.0
rxn00806_c0,-998.0019980019989,1000.0
rxn05328_c0,-9.28967556345126e-15,0.0
rxn05361_c0,0.0,0.0
rxn01851_c0,0.0,0.0
rxn00507_c0,0.0,1000.0
rxn09449_c0,0.0,1.130631111952729e-12
rxn05323_c0,0.0,0.0
rxn08805_c0,0.0,0.0
rxn01507_c0,0.0,0.0
rxn01790_c0,0.0,4.558854321882159e-15
rxn05651_c0,-998.001998001998,9.998009998048815
rxn00077_c0,-996.0079880159808,88.32437896825479
rxn01388_c0,-3.5907520057558806e-11,0.0
rxn03638_c0,0.0,0.0
rxn10309_c0,0.0,0.0
rxn05249_c0,0.0,2.7966091594226194e-14
rxn02056_c0,0.0,0.0
rxn01068_c0,-3.970686168801541e-11,932.5843552997072
rxn02277_c0,0.0,3.680433966582849e-30
rxn03504_c0,0.0,0.0
rxn10223_c0,0.0,0.0
rxn02596_c0,0.0,0.0
rxn00991_c0,-1.5788612783385556e-13,0.0
rxn10260_c0,0.0,0.0
rxn03242_c0,0.0,-4.1422826890994583e-16
rxn01924_c0,0.0,0.0
rxn01368_c0,0.0,1000.0
rxn00851_c0,0.0,0.0
rxn01480_c0,5.5883721260989975e-12,-1.561346080333338e-16
rxn00301_c0,0.0,996.0079880159728
rxn09199_c0,0.0,0.0
rxn05233_c0,0.0,1.0415464511306252e-13
rxn09109_c0,0.0,0.0
rxn00141_c0,6.473216615666985e-11,0.0
rxn02003_c0,-1.998001998001996,0.0
rxn01200_c0,-731.2557646015786,499.99900000099944
rxn00377_c0,-13.966061902141405,0.0
rxn08558_c0,0.0,0.0
rxn01241_c0,3.221180365986585e-14,1.2893864135289747e-27
rxn05332_c0,0.0,0.0
rxn00438_c0,0.0,0.0
rxn00288_c0,0.0,0.0
rxn00763_c0,0.0,996.00798801598
rxn08550_c0,0.0,0.0
rxn00819_c0,-1.998001998001996,0.0
rxn00007_c0,-1.9980019980022234,0.0
rxn08811_c0,0.0,0.0
rxn02473_c0,0.0,7.984023968039918
rxn01275_c0,0.0,0.0
rxn00577_c0,0.0,0.0
rxn10315_c0,0.0,0.0
rxn01434_c0,0.0,0.0
rxn00912_c0,0.0,-1.9961958785396429e-13
rxn09069_c0,0.0,0.0
rxn08819_c0,0.0,0.0
rxn02345_c0,0.0,0.0
rxn08898_c0,0.0,0.0
rxn00122_c0,0.0,0.0
rxn06076_c0,0.0,0.0
rxn08890_c0,0.0,0.0
rxn08294_c0,0.0,0.0
rxn05179_c0,0.0,8.000008000007906
rxn10259_c0,0.0,0.0
rxn01602_c0,0.0,0.0
rxn03068_c0,0.0,0.0
rxn01761_c0,0.0,0.0
rxn03061_c0,0.0,1.9980019980018824
rxn02927_c0,0.0,0.0
rxn05344_c0,0.0,0.0
rxn03241_c0,0.0,4.349634548347884e-25
rxn01521_c0,0.0,998.001998001998
rxn12636_c0,0.0,0.0
rxn03394_c0,0.0,0.0
rxn01832_c0,0.0,1.9980019980018824
rxn09012_c0,0.0,0.0
rxn02276_c0,-1.9980019980017687,459.73548962570896
rxn00338_c0,0.0,218.8752040124888
rxn02373_c0,-998.0019980019978,0.0
rxn01893_c0,0.0,0.0
rxn03839_c0,0.0,0.0
rxn00085_c0,-998.0019980019982,1000.0
rxn00119_c0,-992.031912191641,1000.0
rxn02529_c0,0.0,0.0
rxn00709_c0,0.0,1000.0
rxn07432_c0,0.0,-1.4803843201804204e-14
rxn08667_c0,-1.998001998001996,0.0
rxn00063_c0,0.0,1000.0
rxn04453_c0,0.0,0.0
rxn01285_c0,0.0,0.0
rxn08549_c0,0.0,0.0
rxn01466_c0,0.0,0.0
rxn05187_c0,0.0,0.0
rxn01304_c0,0.0,2.1801487564872283e-11
rxn03409_c0,0.0,0.0
rxn01674_c0,0.0,-1.9055509023760894e-11
rxn00974_c0,0.0,3.6753148304352883e-11
rxn02008_c0,0.0,0.0
rxn05740_c0,0.0,0.0
rxn09203_c0,0.0,0.0
rxn03904_c0,0.0,0.0
rxn01225_c0,0.0,998.001998001998
rxn01679_c0,-1000.0,1000.0
rxn01171_c0,0.0,1.9980019980018824
rxn02288_c0,0.0,0.0
rxn10199_c0,0.0,0.0
rxn00409_c0,-994.0179620658985,1000.0
rxn08015_c0,0.0,0.0
rxn08842_c0,0.0,0.0
rxn05295_c0,0.0,0.0
rxn00840_c0,0.0,0.0
rxn02128_c0,0.0,0.0
rxn02518_c0,0.0,0.0
rxn03901_c0,0.0,0.0
rxn00808_c0,0.0,1000.0
rxn10052_c0,-987.9482756571693,1000.0
rxn00946_c0,0.0,-6.09144919461725e-12
rxn02517_c0,0.0,0.0
rxn05326_c0,0.0,-7.505510249863855e-28
rxn05197_c0,0.0,990.8958053496254
rxn05114_c0,0.0,0.0
rxn00653_c0,0.0,0.0
rxn03164_c0,0.0,0.0
rxn03251_c0,0.0,0.0
rxn00929_c0,-1000.0,1000.0
rxn08800_c0,0.0,0.0
rxn02166_c0,0.0,0.0
rxn00342_c0,0.0,998.001998001998
rxn00256_c0,-4.406481636842921e-11,0.0
rxn08335_c0,0.0,0.0
rxn03004_c0,9.863235255928316e-28,0.0
rxn10232_c0,0.0,0.0
rxn00138_c0,0.0,945.0575138880085
rxn08942_c0,0.0,0.0
rxn06729_c0,0.0,0.0
rxn07977_c0,0.0,0.0
rxn05168_c0,0.0,12.000012000011985
rxn02167_c0,0.0,0.0
rxn01858_c0,0.0,0.0
rxn01621_c0,-1.9980019979844883,0.0
rxn10770_c0,0.0,996.0079880159792
rxn00231_c0,0.0,0.0
rxn10161_c0,0.0,25.93412180628161
rxn02297_c0,0.0,0.0
rxn00504_c0,-996.0079880159801,1000.0
rxn08021_c0,0.0,0.0
rxn01485_c0,-1.998001998001996,0.0
rxn09104_c0,0.0,0.0
rxn05206_c0,-1000.0,0.0
rxn03031_c0,0.0,0.0
rxn09207_c0,0.0,0.0
rxn09296_c0,0.0,0.0
rxn00239_c0,0.0,1000.0
rxn00441_c0,0.0,4.630054845592852e-13
rxn00302_c0,0.0,19.984035968051614
rxn03250_c0,0.0,2.0873869505136902e-13
rxn02465_c0,0.0,0.0
rxn02222_c0,0.0,0.0
rxn02093_c0,0.0,0.0
rxn03130_c0,0.0,-5.807831758578163e-17
rxn01791_c0,0.0,0.0
rxn01710_c0,0.0,0.0
rxn00183_c0,0.0,996.0079880159795
rxn00623_c0,0.0,0.0
rxn09107_c0,0.0,0.0
rxn10308_c0,0.0,0.0
rxn06526_c0,0.0,0.0
rxn01757_c0,0.0,0.0
rxn01329_c0,0.0,1.9980019980018824
rxn00950_c0,0.0,0.0
rxn00002_c0,0.0,0.0
rxn02507_c0,0.0,4.0000040000038135
rxn10268_c0,0.0,0.0
rxn08043_c0,0.0,15.976039952064223
rxn01029_c0,0.0,0.0
rxn08131_c0,0.0,0.0
rxn10220_c0,0.0,0.0
rxn10261_c0,0.0,0.0
rxn08076_c0,0.0,0.0
rxn14333_c0,0.0,0.0
rxn01964_c0,0.0,5.609703405930356e-18
rxn08816_c0,0.0,0.0
rxn02341_c0,0.0,-1.4095647104712737e-31
rxn01137_c0,0.0,979.8549438136045
rxn03182_c0,0.0,0.0
rxn01343_c0,0.0,1000.0
rxn01394_c0,0.0,0.0
rxn01080_c0,0.0,0.0
rxn10255_c0,0.0,0.0
rxn08797_c0,-1.9980019980024508,0.0
rxn00478_c0,0.0,0.0
rxn09108_c0,0.0,0.0
rxn00224_c0,-1.9980019980022234,0.0
rxn01513_c0,0.0,1000.0
rxn05333_c0,1.545485383916141e-13,0.0
rxn06510_c0,0.0,0.0
rxn02186_c0,0.0,0.0
rxn08307_c0,0.0,0.0
rxn00209_c0,0.0,0.0
rxn01274_c0,0.0,998.0019980019981
rxn02474_c0,-1.998001998001655,0.0
rxn03246_c0,0.0,0.0
rxn02144_c0,0.0,0.0
rxn00604_c0,0.0,1000.0
rxn12645_c0,-1.9980019980018824,0.0
rxn00274_c0,0.0,0.0
rxn10312_c0,0.0,0.0
rxn00674_c0,0.0,0.0
rxn02929_c0,-9.98202596604176,1.9980019979956296
rxn00104_c0,-985.9743530284859,1000.0
rxn00715_c0,-1000.0,1000.0
rxn01019_c0,0.0,0.0
rxn06335_c0,0.0,0.0
rxn08849_c0,0.0,0.0
rxn09448_c0,0.0,0.0
rxn00525_c0,0.0,0.0
rxn09208_c0,0.0,2.8979111784096036e-30
rxn09014_c0,0.0,996.0079880159802
rxn08295_c0,0.0,0.0
rxn02914_c0,-998.001998001998,0.0
rxn01603_c0,0.0,0.0
rxn02788_c0,0.0,0.0
rxn00686_c0,0.0,0.0
rxn09112_c0,0.0,0.0
rxn09232_c0,0.0,0.0
rxn06075_c0,0.0,0.0
rxn00689_c0,0.0,0.0
rxn08129_c0,0.0,0.0
rxn01286_c0,0.0,994.0179620658984
rxn05289_c0,0.0,0.0
rxn01973_c0,0.0,0.0
rxn00117_c0,-994.0179620659185,1000.0
rxn05343_c0,0.0,0.0
rxn01520_c0,0.0,0.0
rxn03395_c0,0.0,0.0
rxn00330_c0,1.2767799058522245e-13,0.0
rxn05736_c0,0.0,0.0
rxn03445_c0,-5.990013982021992,0.0
rxn11663_c0,0.0,0.0
rxn01226_c0,8.717043717506428e-15,1000.0
rxn00493_c0,-5.990013982021878,0.0
rxn08298_c0,0.0,0.0
rxn01834_c0,-1000.0,0.0
rxn00293_c0,0.0,0.0
rxn05491_c0,0.0,998.0019980019978
rxn00701_c0,-1000.0,994.017962065899
rxn00367_c0,0.0,1000.0
rxn14011_c0,0.0,0.0
rxn00839_c0,0.0,0.0
rxn03838_c0,0.0,0.0
rxn21857_c0,-1.298273150824332e-31,0.0
rxn16573_c0,0.0,0.0
rxn14159_c0,0.0,0.0
rxn45996_c0,0.0,0.0
rxn27289_c0,0.0,0.0
rxn42230_c0,0.0,0.0
rxn07455_c0,-2.0284738796016223e-31,5.224547693179546e-30
rxn26361_c0,0.0,0.0
rxn47768_c0,0.0,0.0
rxn21861_c0,0.0,0.0
rxn25839_c0,0.0,0.0
rxn23042_c0,0.0,0.0
rxn15021_c0,0.0,0.0
rxn00154_c0,0.0,0.0
rxn01084_c0,-1.998001998001996,1.9980019980134784
rxn15395_c0,0.0,0.0
rxn15249_c0,-998.0019980019985,996.0079880159799
rxn05121_c0,0.0,0.0
rxn39978_c0,0.0,0.0
rxn39979_c0,0.0,0.0
rxn14427_c0,0.0,995.0124777830804
rxn14422_c0,0.0,0.0
rxn14419_c0,0.0,0.0
rxn14426_c0,0.0,0.0
rxn08070_c0,0.0,4.000004000003841
rxn08098_c0,0.0,0.0
rxn08213_c0,0.0,998.001998001998
rxn09295_c0,0.0,1000.0
rxn08192_c0,0.0,4.000004000004182
rxn08173_c0,-1000.0,1000.0
rxn08734_c0,0.0,0.0
rxn09003_c0,0.0,0.0
rxn14412_c0,0.0,0.0
rxn14418_c0,0.0,0.0
rxn14421_c0,0.0,0.0
rxn14425_c0,0.0,0.0
rxn14420_c0,0.0,0.0
rxn09001_c0,0.0,0.0
rxn14415_c0,-331.6708259276934,666.6666666666665
rxn26307_c0,0.0,0.0
rxn23043_c0,0.0,0.0
rxn41896_c0,0.0,0.0
rxn21729_c0,0.0,0.0
rxn21862_c0,0.0,0.0
rxn39452_c0,-1000.0,1000.0
rxn16583_c0,0.0,0.0
rxn44539_c0,0.0,0.0
rxn16609_c0,0.0,-6.342205247685245e-15
rxn15949_c0,0.0,0.0
rxn15337_c0,0.0,0.0
rxn10506_c0,0.0,0.0
rxn15338_c0,0.0,0.0
rxn41452_c0,0.0,-2.530926810852284e-13
rxn21864_c0,0.0,0.0
rxn39451_c0,-1000.0,1000.0
rxn21858_c0,0.0,0.0
rxn46694_c0,0.0,0.0
rxn40439_c0,0.0,0.0
rxn24830_c0,0.0,0.0
rxn42709_c0,0.0,0.0
rxn24134_c0,0.0,0.0
rxn26021_c0,0.0,0.0
rxn41683_c0,0.0,0.0
rxn07436_c0,-1.998001998001996,0.0
rxn16826_c0,0.0,0.0
rxn16794_c0,0.0,0.0
rxn16776_c0,0.0,0.0
rxn16829_c0,0.0,0.0
rxn03396_c0,0.0,0.0
rxn15296_c0,0.0,0.0
rxn15293_c0,0.0,0.0
rxn15121_c0,-1000.0,994.0179620658985
rxn13741_c0,0.0,0.0
rxn08262_c0,0.0,1.9980019980018824
rxn17275_c0,0.0,0.0
rxn09037_c0,0.0,0.0
rxn43581_c0,0.0,0.0
rxn08661_c0,-5.978045922111431,45.89418172638125
rxn02497_c0,0.0,0.0
rxn08715_c0,0.0,0.0
rxn23336_c0,0.0,0.0
rxn23850_c0,0.0,1000.0
rxn40368_c0,-998.001998001998,996.0079880159795
rxn15230_c0,-996.0079880159805,998.0019980019981
rxn20583_c0,-994.0179620658981,1000.0
rxn15467_c0,0.0,0.0
rxn27318_c0,0.0,0.0
rxn16824_c0,0.0,4.000004000004
rxn39964_c0,0.0,4.008012016019849
rxn16806_c0,0.0,6.006014014021957
rxn14061_c0,0.0,0.0
rxn13957_c0,0.0,0.0
rxn09304_c0,0.0,990.0498304490004
rxn08722_c0,0.0,994.0179620658981
rxn08062_c0,-1000.0,1000.0
rxn21863_c0,0.0,0.0
rxn40037_c0,0.0,11.992019984028254
rxn21859_c0,0.0,0.0
rxn20643_c0,0.0,0.0
rxn15947_c0,0.0,0.0
rxn17731_c0,0.0,0.0
rxn21860_c0,0.0,1.2535513868062993e-16
rxn16149_c0,0.0,0.0
rxn05120_c0,0.0,0.0
rxn16828_c0,0.0,0.0
rxn15750_c0,-994.0179620658973,0.0
rxn26127_c0,0.0,0.0
rxn19704_c0,0.0,0.0
rxn41965_c0,0.0,498.2528715662157
rxn43657_c0,0.0,1000.0
rxn45692_c0,0.0,0.0
rxn05469_c0,-1000.0,998.0019980019981
rxn02374_c0,0.0,996.0079880159801
rxn05319_c0,-1000.0,998.0019980019982
rxn05730_c0,0.0,1.9980019980018824
rxn04457_c0,0.0,0.0
rxn05129_c0,0.0,0.0
rxn02916_c0,0.0,0.0
rxn05488_c0,-1000.0,1000.0
rxn03012_c0,0.0,0.0
rxn04132_c0,0.0,0.0
rxn05559_c0,-19.984035968049714,998.0019980019981
rxn05195_c0,0.0,0.0
rxn01208_c0,0.0,0.0
rxn02989_c0,0.0,0.0
rxn04791_c0,-1.9980019980015413,0.0
rxn00064_c0,1.7362264661216405e-14,1000.0
rxn05468_c0,0.0,998.001998001998
rxn04133_c0,0.0,0.0
rxn10570_c0,-1.5702190831954128e-31,1.9980019980018824
rxn02666_c0,-930.72104989451,0.0
rxn05467_c0,-1000.0,998.0019980019982
rxn24718_c0,0.0,0.0
rxn23589_c0,0.0,0.0
rxn08502_e0,-998.0019980019981,998.0019980019981
rxn08428_c0,-998.0019980019983,998.0019980019988
rxn08032_c0,-998.0019980019975,998.0259740819175
rxn09008_c0,-998.0019980019974,0.0
rxn08691_c0,-998.0019980019986,-1.6334349174372813e-14
rxn08350_c0,-1000.0,998.0019980019977
rxn08689_c0,-1.9980019980105226,0.0
rxn09260_c0,0.0,0.0
rxn09330_c0,-1.9980019980018824,0.0
rxn00062_c0,0.0,1000.0
bio1_biomass,0.0,0.0
EX_cpd00033_e0,-49.79848905559879,5.9661017744215314
EX_cpd03847_e0,-13.958085854424326,0.0
EX_cpd00067_e0,-1000.0,1000.0
EX_cpd00013_e0,-1000.0,998.0019980019981
EX_cpd00027_e0,-1000.0,-1.6178370532098763e-13
EX_cpd00268_e0,-5.990013982022106,0.0
EX_cpd00249_e0,-1000.0,998.0019980019997
EX_cpd00731_e0,-1.9980019980021098,0.0
EX_cpd00106_e0,-1000.0,998.0019980019978
EX_cpd00654_e0,-25.894289375159815,0.0
EX_cpd00035_e0,-1000.0,1000.0
EX_cpd01080_e0,-29.878309375099434,0.0
EX_cpd00036_e0,-17.934161678560827,0.0
EX_cpd00635_e0,-5.998005998005965,0.0
EX_cpd00531_e0,-1.998001998001996,0.0
EX_cpd00363_e0,-1000.0,996.0079880159805
EX_cpd00081_e0,-1.998001998001996,0.0
EX_cpd00540_e0,-5.990013982021878,990.0498304490003
EX_cpd00028_e0,-5.998005998006079,0.0
EX_cpd00239_e0,-5.990013982021765,1.0375316481467024e-13
EX_cpd00227_e0,-1.998001998001996,992.0319121916405
EX_cpd00322_e0,-9.99800999800982,0.0
EX_cpd00117_e0,-1000.0,996.0079880159799
EX_cpd00307_e0,-1000.0,996.0079880159797
EX_cpd00092_e0,-992.9119976071969,0.0
EX_cpd00048_e0,-14.014030030045433,0.0
EX_cpd00098_e0,-1000.0,6.872766924714253e-17
EX_cpd03726_e0,-1000.0,996.00798801598
EX_cpd00034_e0,-5.998005998005965,0.0
EX_cpd01012_e0,-5.990013982019946,0.0
EX_cpd00116_e0,-5.990013982021878,0.0
EX_cpd00244_e0,-1.9980019980018824,0.0
EX_cpd00029_e0,-25.910209598680808,1000.0
EX_cpd00142_e0,-1000.0,998.0019980019981
EX_cpd00184_e0,-25.862464800596513,-5.878370952118804e-14
EX_cpd00166_e0,-5.998005998005965,0.0
EX_cpd00128_e0,-1000.0,0.0
EX_cpd00063_e0,-5.990013982021765,0.0
EX_cpd00058_e0,-5.990013982023356,0.0
EX_cpd00041_e0,-1000.0,994.0981240221133
EX_cpd00071_e0,-1000.0,996.031916191652
EX_cpd00009_e0,-1000.0,-4.2710263988880505e-14
EX_cpd00205_e0,-13.966061902141632,0.0
EX_cpd00020_e0,-1000.0,998.0019980019986
EX_cpd00246_e0,-1000.0,998.0019980019981
EX_cpd00221_e0,-1000.0,998.001998001998
EX_cpd00100_e0,-1000.0,0.0
EX_cpd00214_e0,-13.95808585422219,0.0
EX_cpd04097_e0,-1.9980019980018824,0.0
EX_cpd10516_e0,-1000.0,996.00798801598
EX_cpd00154_e0,-5.990013982022106,0.0
EX_cpd00011_e0,-1000.0,998.0019980019981
EX_cpd00305_e0,-5.990013982022106,0.0
EX_cpd00797_e0,-1000.0,996.0079880159805
EX_cpd00012_e0,-1.9980019980018824,492.6634763915353
EX_cpd00108_e0,-1000.0,990.0337662886797
EX_cpd11574_e0,-1.9980019980018824,0.0
EX_cpd00047_e0,-1000.0,19.94410782424581
EX_cpd03453_e0,-1000.0000000000001,996.00798801598
EX_cpd00211_e0,-5.990013982022106,0.0
EX_cpd00438_e0,-5.990013982022106,1.3171301518780662e-13
EX_cpd00107_e0,-13.99801399801413,0.0
EX_cpd01017_e0,-44.02214009428326,0.0
EX_cpd00030_e0,-1.998001998001996,0.0
EX_cpd00161_e0,-1.998001998001996,988.0717089096471
EX_cpd00367_e0,-1000.0,998.0019980019968
EX_cpd00418_e0,-1000.0,0.0
EX_cpd01414_e0,-5.990013982021878,0.0
EX_cpd00311_e0,-1000.0,739.4778841312338
EX_cpd00971_e0,-25.982020646908722,1.3562989260652141e-11
EX_cpd00156_e0,-13.99801399801379,0.0
EX_cpd00001_e0,-1000.0,998.0019980019981
EX_cpd01092_e0,-5.990013982022106,0.0
EX_cpd11640_e0,-1000.0,0.0
EX_cpd00007_e0,-1000.0,0.0
EX_cpd00266_e0,-5.990013982021878,0.0
EX_cpd03424_e0,-1.9980019980018824,0.0
EX_cpd00159_e0,-1000.0,996.0079880159785
EX_cpd00309_e0,-999.976056080561,997.5025402605957
EX_cpd00129_e0,-1000.0,990.0498304490001
EX_cpd00023_e0,-1000.0,990.0498304490005
DM_cpd11416_c0,0.0,0.0
DM_cpd02701_c0,0.0,0.0
DM_cpd15302_c0,0.0,0.0
cpd00443_c0_dilution,0.0,0.0
cpd02920_c0_dilution,0.0,0.0
cpd00012_c0_dilution,9.746519193201384e-05,14.768448721486067
cpd00067_c0_dilution,-7.820018284882719e-15,257.02847726863666
cpd00683_c0_dilution,0.0,1.1616368830848695e-18
cpd00002_c0_dilution,-1.331258878100327e-30,55.04802143753868
cpd00033_c0_dilution,0.0,23.936103856183774
cpd00506_c0_dilution,0.0,1.9940099860179772
cpd00008_c0_dilution,0.0,49.25222555847743
cpd00009_c0_dilution,9.163113451304303e-17,11.929255418822281
cpd00042_c0_dilution,0.0,10.012022024034032
cpd00213_c0_dilution,0.0,0.0
cpd14700_c0_dilution,0.0,0.0
cpd00056_c0_dilution,0.0,0.0
cpd02700_c0_dilution,0.0,0.0
cpd00114_c0_dilution,-2.386290981578279e-48,6.529859489675093
cpd00103_c0_dilution,4.843397886150587e-33,3.996003996003996
cpd00226_c0_dilution,0.0,3.996003996003995
cpd00022_c0_dilution,-1.856987123258914e-34,0.0
cpd00054_c0_dilution,2.0125525014640047e-32,5.982037934101896
cpd00010_c0_dilution,6.014951647144686e-34,0.0
cpd00722_c0_dilution,0.0,0.0
cpd00046_c0_dilution,0.0,14.006014006014002
cpd00096_c0_dilution,0.0,5.8832771247788544
cpd00067_e0_dilution,-6.750075849094481e-19,89.73340420530411
cpd00106_e0_dilution,0.0,3.9960039960039957
cpd00106_c0_dilution,4.5973545226521487e-35,9.98601797802597
cpd00037_c0_dilution,0.0,-1.2915354684371722e-15
cpd03494_c0_dilution,0.0,0.0
cpd00014_c0_dilution,9.351681143873846e-34,5.9780618582775125
cpd03495_c0_dilution,0.0,0.0
cpd00001_c0_dilution,-1.6733951906917013e-20,151.00799399760936
cpd00658_c0_dilution,0.0,0.0
cpd00020_c0_dilution,-2.868081009606506e-32,33.62935548782561
cpd02566_c0_dilution,0.0,0.0
cpd11440_c0_dilution,0.0,0.0
cpd00018_c0_dilution,-2.859297065159607e-31,9.96191882039717
cpd11441_c0_dilution,0.0,0.0
cpd00023_c0_dilution,-1.8212668456938185e-16,49.866245614553215
cpd00084_c0_dilution,0.0,5.986021970037953
cpd00533_c0_dilution,0.0,0.0
cpd00356_c0_dilution,0.0,0.0
cpd00032_c0_dilution,3.4858291580810217e-32,7.964136538809274
cpd00011_c0_dilution,9.536148851064957e-32,8.016032056088129
cpd00061_c0_dilution,-8.044369219528915e-32,12.446582592176313
cpd03049_c0_dilution,0.0,0.0
cpd00836_c0_dilution,0.0,0.0
cpd00179_c0_dilution,0.0,0.0
cpd00027_c0_dilution,0.0,10.01201001200999
cpd00521_c0_dilution,0.0,2.002002002002002
cpd00522_c0_dilution,0.0,3.9920119840199764
cpd00003_c0_dilution,-4.481763768325981e-33,69.28469524261877
cpd03113_c0_dilution,0.0,-1.2456109616847927e-15
cpd00004_c0_dilution,0.0,67.25214130046449
cpd03114_c0_dilution,0.0,-4.572436426506985e-15
cpd11466_c0_dilution,0.0,-1.162190678560054e-13
cpd01695_c0_dilution,0.0,-1.9097742712545305e-15
cpd11493_c0_dilution,1.0114984332055264e-33,0.0
cpd07923_c0_dilution,0.0,0.0
cpd07924_c0_dilution,0.0,0.0
cpd02557_c0_dilution,0.0,-4.2075824763236005e-15
cpd00113_c0_dilution,4.079713379679105e-34,-8.437824536500885e-21
cpd02590_c0_dilution,0.0,0.0
cpd08289_c0_dilution,0.0,2.0020020020020017
cpd08449_c0_dilution,0.0,0.0
cpd00478_c0_dilution,0.0,0.0
cpd03187_c0_dilution,0.0,-1.8574526193256885e-13
cpd00024_c0_dilution,1.583828693583012e-32,29.96204594606178
cpd03572_c0_dilution,0.0,7.908452352863825e-14
cpd00876_c0_dilution,0.0,0.0
cpd15688_c0_dilution,0.0,0.0
cpd15694_c0_dilution,0.0,0.0
cpd02160_c0_dilution,0.0,0.0
cpd03526_c0_dilution,0.0,0.0
cpd00447_c0_dilution,0.0,1.9980019980019985
cpd00540_c0_dilution,0.0,2.0020020020020017
cpd15721_c0_dilution,0.0,0.0
cpd15727_c0_dilution,0.0,0.0
